"Year Month","State","Industry","Suspicious Activity","Count"
"2019 January","Arizona","Money Services Business (MSB)","Advance Fee","4"
"2019 January","Arizona","Money Services Business (MSB)","Check","4"
"2019 January","Arizona","Money Services Business (MSB)","Other Fraud (Type)","216"
"2019 January","Arizona","Money Services Business (MSB)","Wire","105"
"2019 January","Arizona","Money Services Business (MSB)","[Total]","329"
"2019 January","Arizona","Other","Other Fraud (Type)","1"
"2019 January","Arizona","Other","[Total]","1"
"2019 January","Arizona","Securities/Futures","ACH","1"
"2019 January","Arizona","Securities/Futures","Check","2"
"2019 January","Arizona","Securities/Futures","Credit/Debit Card","1"
"2019 January","Arizona","Securities/Futures","Other Fraud (Type)","2"
"2019 January","Arizona","Securities/Futures","Securities","1"
"2019 January","Arizona","Securities/Futures","Wire","2"
"2019 January","Arizona","Securities/Futures","[Total]","9"
"2019 January","Arizona","[Total]","[Total]","887"
"2019 January","Arkansas","Depository Institution","ACH","14"
"2019 January","Arkansas","Depository Institution","Advance Fee","1"
"2019 January","Arkansas","Depository Institution","Business Loan","3"
"2019 January","Arkansas","Depository Institution","Check","88"
"2019 January","Arkansas","Depository Institution","Consumer Loan (see instructions)","10"
"2019 January","Arkansas","Depository Institution","Credit/Debit Card","10"
"2019 January","Arkansas","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2019 January","Arkansas","Depository Institution","Mail","5"
"2019 January","Arkansas","Depository Institution","Mass-Marketing","9"
"2019 January","Arkansas","Depository Institution","Other Fraud (Type)","44"
"2019 January","Arkansas","Depository Institution","Securities","1"
"2019 January","Arkansas","Depository Institution","Wire","17"
"2019 January","Arkansas","Depository Institution","[Total]","203"
"2019 January","Arkansas","Money Services Business (MSB)","Advance Fee","4"
"2019 January","Arkansas","Money Services Business (MSB)","Check","2"
"2019 January","Arkansas","Money Services Business (MSB)","Other Fraud (Type)","116"
"2019 January","Arkansas","Money Services Business (MSB)","Wire","50"
"2019 January","Arkansas","Money Services Business (MSB)","[Total]","172"
"2019 January","Arkansas","Securities/Futures","Other Fraud (Type)","1"
"2019 January","Arkansas","Securities/Futures","Wire","1"
"2019 January","Arkansas","Securities/Futures","[Total]","2"
"2019 January","Arkansas","[Total]","[Total]","377"
"2019 January","California","Casino/Card Club - Card Club","Check","1"
"2019 January","California","Casino/Card Club - Card Club","Credit/Debit Card","1"
"2019 January","California","Casino/Card Club - Card Club","[Total]","2"
"2019 January","California","Casino/Card Club - Tribal Authorized Casino","Check","10"
"2019 January","California","Casino/Card Club - Tribal Authorized Casino","Credit/Debit Card","3"
"2019 January","California","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","11"
"2019 January","California","Casino/Card Club - Tribal Authorized Casino","Wire","5"
"2019 January","California","Casino/Card Club - Tribal Authorized Casino","[Total]","29"
"2019 January","California","Depository Institution","ACH","657"
"2019 January","California","Depository Institution","Advance Fee","10"
"2019 January","California","Depository Institution","Business Loan","40"
"2019 January","California","Depository Institution","Check","2,539"
"2019 January","California","Depository Institution","Consumer Loan (see instructions)","583"
"2019 January","California","Depository Institution","Credit/Debit Card","719"
"2019 January","California","Depository Institution","Healthcare/Public or Private Health Insurance","8"
"2019 January","California","Depository Institution","Mail","70"
"2019 January","California","Depository Institution","Mass-Marketing","263"
"2019 January","California","Depository Institution","Other Fraud (Type)","1,031"
"2019 January","California","Depository Institution","Ponzi Scheme","3"
"2019 January","California","Depository Institution","Pyramid Scheme","1"
"2019 January","California","Depository Institution","Securities","3"
"2019 January","California","Depository Institution","Wire","872"
"2019 January","California","Depository Institution","[Total]","6,799"
"2019 January","California","Housing Government Sponsored Enterprise GSE","Other Fraud (Type)","1"
"2019 January","California","Housing Government Sponsored Enterprise GSE","[Total]","1"
"2019 January","California","Insurance Company","ACH","1"
"2019 January","California","Insurance Company","Check","2"
"2019 January","California","Insurance Company","Other Fraud (Type)","1"
"2019 January","California","Insurance Company","Wire","1"
"2019 January","California","Insurance Company","[Total]","5"
"2019 January","California","Loan or Finance Company","Check","2"
"2019 January","California","Loan or Finance Company","Consumer Loan (see instructions)","40"
"2019 January","California","Loan or Finance Company","Mail","1"
"2019 January","California","Loan or Finance Company","Other Fraud (Type)","14"
"2019 January","California","Loan or Finance Company","[Total]","57"
"2019 January","California","Money Services Business (MSB)","ACH","696"
"2019 January","California","Money Services Business (MSB)","Advance Fee","43"
"2019 January","California","Money Services Business (MSB)","Business Loan","1"
"2019 January","California","Money Services Business (MSB)","Check","61"
"2019 January","California","Money Services Business (MSB)","Consumer Loan (see instructions)","10"
"2019 January","California","Money Services Business (MSB)","Credit/Debit Card","766"
"2019 January","California","Money Services Business (MSB)","Mass-Marketing","1"
"2019 January","California","Money Services Business (MSB)","Other Fraud (Type)","2,004"
"2019 January","California","Money Services Business (MSB)","Ponzi Scheme","9"
"2019 January","California","Money Services Business (MSB)","Pyramid Scheme","52"
"2019 January","California","Money Services Business (MSB)","Wire","471"
"2019 January","California","Money Services Business (MSB)","[Total]","4,114"
"2019 January","California","Other","ACH","12"
"2019 January","California","Other","Business Loan","26"
"2019 January","California","Other","Check","10"
"2019 January","California","Other","Consumer Loan (see instructions)","102"
"2019 January","California","Other","Mail","1"
"2019 January","California","Other","Mass-Marketing","1"
"2019 January","California","Other","Other Fraud (Type)","43"
"2019 January","California","Other","Ponzi Scheme","1"
"2019 January","California","Other","Wire","9"
"2019 January","California","Other","[Total]","205"
"2019 January","California","Securities/Futures","ACH","96"
"2019 January","California","Securities/Futures","Advance Fee","2"
"2019 January","California","Securities/Futures","Check","44"
"2019 January","California","Securities/Futures","Credit/Debit Card","33"
"2019 January","California","Securities/Futures","Mail","2"
"2019 January","California","Securities/Futures","Mass-Marketing","1"
"2019 January","California","Securities/Futures","Other Fraud (Type)","78"
"2019 January","California","Securities/Futures","Securities","1"
"2019 January","California","Securities/Futures","Wire","77"
"2019 January","California","Securities/Futures","[Total]","334"
"2019 January","California","[Total]","[Total]","11,546"
"2019 January","Colorado","Depository Institution","ACH","29"
"2019 January","Colorado","Depository Institution","Advance Fee","2"
"2019 January","Colorado","Depository Institution","Check","207"
"2019 January","Colorado","Depository Institution","Consumer Loan (see instructions)","3"
"2019 January","Colorado","Depository Institution","Credit/Debit Card","37"
"2019 January","Colorado","Depository Institution","Mail","8"
"2019 January","Colorado","Depository Institution","Mass-Marketing","26"
"2019 January","Colorado","Depository Institution","Other Fraud (Type)","73"
"2019 January","Colorado","Depository Institution","Ponzi Scheme","3"
"2019 January","Colorado","Depository Institution","Wire","48"
"2019 January","Colorado","Depository Institution","[Total]","436"
"2019 January","Colorado","Money Services Business (MSB)","ACH","293"
"2019 January","Colorado","Money Services Business (MSB)","Advance Fee","6"
"2019 January","Colorado","Money Services Business (MSB)","Check","2"
"2019 January","Colorado","Money Services Business (MSB)","Credit/Debit Card","481"
"2019 January","Colorado","Money Services Business (MSB)","Other Fraud (Type)","365"
"2019 January","Colorado","Money Services Business (MSB)","Wire","656"
"2019 January","Colorado","Money Services Business (MSB)","[Total]","1,803"
"2019 January","Colorado","Other","ACH","6"
"2019 January","Colorado","Other","Check","8"
"2019 January","Colorado","Other","Mass-Marketing","2"
"2019 January","Colorado","Other","Other Fraud (Type)","1"
"2019 January","Colorado","Other","Wire","9"
"2019 January","Colorado","Other","[Total]","26"
"2019 January","Colorado","Securities/Futures","ACH","14"
"2019 January","Colorado","Securities/Futures","Check","3"
"2019 January","Colorado","Securities/Futures","Mail","1"
"2019 January","Colorado","Securities/Futures","Mass-Marketing","2"
"2019 January","Colorado","Securities/Futures","Other Fraud (Type)","3"
"2019 January","Colorado","Securities/Futures","Wire","8"
"2019 January","Colorado","Securities/Futures","[Total]","31"
"2019 January","Colorado","[Total]","[Total]","2,296"
"2019 January","Connecticut","Casino/Card Club - Tribal Authorized Casino","Check","3"
"2019 January","Connecticut","Casino/Card Club - Tribal Authorized Casino","[Total]","3"
"2019 January","Connecticut","Depository Institution","ACH","24"
"2019 January","Connecticut","Depository Institution","Check","177"
"2019 January","Connecticut","Depository Institution","Consumer Loan (see instructions)","46"
"2019 January","Connecticut","Depository Institution","Credit/Debit Card","32"
"2019 January","Connecticut","Depository Institution","Mail","4"
"2019 January","Connecticut","Depository Institution","Mass-Marketing","17"
"2019 January","Connecticut","Depository Institution","Other Fraud (Type)","44"
"2019 January","Connecticut","Depository Institution","Wire","30"
"2019 January","Connecticut","Depository Institution","[Total]","374"
"2019 January","Connecticut","Insurance Company","Other Fraud (Type)","1"
"2019 January","Connecticut","Insurance Company","[Total]","1"
"2019 January","Connecticut","Money Services Business (MSB)","Advance Fee","4"
"2019 January","Connecticut","Money Services Business (MSB)","Credit/Debit Card","1"
"2019 January","Connecticut","Money Services Business (MSB)","Mass-Marketing","1"
"2019 January","Connecticut","Money Services Business (MSB)","Other Fraud (Type)","109"
"2019 January","Connecticut","Money Services Business (MSB)","Wire","31"
"2019 January","Connecticut","Money Services Business (MSB)","[Total]","146"
"2019 January","Connecticut","Other","Other Fraud (Type)","1"
"2019 January","Connecticut","Other","[Total]","1"
"2019 January","Connecticut","Securities/Futures","ACH","2"
"2019 January","Connecticut","Securities/Futures","Check","2"
"2019 January","Connecticut","Securities/Futures","Other Fraud (Type)","4"
"2019 January","Connecticut","Securities/Futures","Wire","1"
"2019 January","Connecticut","Securities/Futures","[Total]","9"
"2019 January","Connecticut","[Total]","[Total]","534"
"2019 January","Delaware","Depository Institution","ACH","906"
"2019 January","Delaware","Depository Institution","Business Loan","1"
"2019 January","Delaware","Depository Institution","Check","394"
"2019 January","Delaware","Depository Institution","Consumer Loan (see instructions)","35"
"2019 January","Delaware","Depository Institution","Credit/Debit Card","3,435"
"2019 January","Delaware","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2019 January","Delaware","Depository Institution","Mail","36"
"2019 January","Delaware","Depository Institution","Mass-Marketing","6"
"2019 January","Delaware","Depository Institution","Other Fraud (Type)","968"
"2019 January","Delaware","Depository Institution","Wire","71"
"2019 January","Delaware","Depository Institution","[Total]","5,853"
"2019 January","Delaware","Loan or Finance Company","ACH","25"
"2019 January","Delaware","Loan or Finance Company","Consumer Loan (see instructions)","25"
"2019 January","Delaware","Loan or Finance Company","[Total]","50"
"2019 January","Delaware","Money Services Business (MSB)","Advance Fee","3"
"2019 January","Delaware","Money Services Business (MSB)","Credit/Debit Card","10"
"2019 January","Delaware","Money Services Business (MSB)","Other Fraud (Type)","36"
"2019 January","Delaware","Money Services Business (MSB)","Wire","21"
"2019 January","Delaware","Money Services Business (MSB)","[Total]","70"
"2019 January","Delaware","Other","ACH","62"
"2019 January","Delaware","Other","Credit/Debit Card","90"
"2019 January","Delaware","Other","Other Fraud (Type)","6"
"2019 January","Delaware","Other","[Total]","158"
"2019 January","Delaware","Securities/Futures","ACH","4"
"2019 January","Delaware","Securities/Futures","Check","9"
"2019 January","Delaware","Securities/Futures","Other Fraud (Type)","3"
"2019 January","Delaware","Securities/Futures","Wire","2"
"2019 January","Delaware","Securities/Futures","[Total]","18"
"2019 January","Delaware","[Total]","[Total]","6,149"
"2019 January","District of Columbia","Depository Institution","ACH","6"
"2019 January","District of Columbia","Depository Institution","Check","101"
"2019 January","District of Columbia","Depository Institution","Credit/Debit Card","12"
"2019 January","District of Columbia","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2019 January","District of Columbia","Depository Institution","Mail","2"
"2019 January","District of Columbia","Depository Institution","Mass-Marketing","9"
"2019 January","District of Columbia","Depository Institution","Other Fraud (Type)","40"
"2019 January","District of Columbia","Depository Institution","Wire","12"
"2019 January","District of Columbia","Depository Institution","[Total]","183"
"2019 January","District of Columbia","Housing Government Sponsored Enterprise GSE","Other Fraud (Type)","1"
"2019 January","District of Columbia","Housing Government Sponsored Enterprise GSE","Wire","3"
"2019 January","District of Columbia","Housing Government Sponsored Enterprise GSE","[Total]","4"
"2019 January","District of Columbia","Money Services Business (MSB)","Advance Fee","4"
"2019 January","District of Columbia","Money Services Business (MSB)","Other Fraud (Type)","59"
"2019 January","District of Columbia","Money Services Business (MSB)","Wire","50"
"2019 January","District of Columbia","Money Services Business (MSB)","[Total]","113"
"2019 January","District of Columbia","Securities/Futures","Check","1"
"2019 January","District of Columbia","Securities/Futures","[Total]","1"
"2019 January","District of Columbia","[Total]","[Total]","301"
"2019 January","Florida","Casino/Card Club - Other Casino/Card Club","Credit/Debit Card","1"
"2019 January","Florida","Casino/Card Club - Other Casino/Card Club","[Total]","1"
"2019 January","Florida","Casino/Card Club - State Licensed Casino","Check","6"
"2019 January","Florida","Casino/Card Club - State Licensed Casino","Credit/Debit Card","1"
"2019 January","Florida","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","1"
"2019 January","Florida","Casino/Card Club - State Licensed Casino","[Total]","8"
"2019 January","Florida","Casino/Card Club - Tribal Authorized Casino","ACH","1"
"2019 January","Florida","Casino/Card Club - Tribal Authorized Casino","Check","2"
"2019 January","Florida","Casino/Card Club - Tribal Authorized Casino","Consumer Loan (see instructions)","2"
"2019 January","Florida","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","2"
"2019 January","Florida","Casino/Card Club - Tribal Authorized Casino","Wire","1"
"2019 January","Florida","Casino/Card Club - Tribal Authorized Casino","[Total]","8"
"2019 January","Florida","Depository Institution","ACH","150"
"2019 January","Florida","Depository Institution","Advance Fee","10"
"2019 January","Florida","Depository Institution","Business Loan","9"
"2019 January","Florida","Depository Institution","Check","1,397"
"2019 January","Florida","Depository Institution","Consumer Loan (see instructions)","37"
"2019 January","Florida","Depository Institution","Credit/Debit Card","226"
"2019 January","Florida","Depository Institution","Healthcare/Public or Private Health Insurance","20"
"2019 January","Florida","Depository Institution","Mail","16"
"2019 January","Florida","Depository Institution","Mass-Marketing","148"
"2019 January","Florida","Depository Institution","Other Fraud (Type)","517"
"2019 January","Florida","Depository Institution","Ponzi Scheme","3"
"2019 January","Florida","Depository Institution","Wire","290"
"2019 January","Florida","Depository Institution","[Total]","2,823"
"2019 January","Florida","Loan or Finance Company","Consumer Loan (see instructions)","2"
"2019 January","Florida","Loan or Finance Company","Other Fraud (Type)","2"
"2019 January","Florida","Loan or Finance Company","[Total]","4"
"2019 January","Florida","Money Services Business (MSB)","Advance Fee","39"
"2019 January","Florida","Money Services Business (MSB)","Check","90"
"2019 January","Florida","Money Services Business (MSB)","Consumer Loan (see instructions)","40"
"2019 January","Florida","Money Services Business (MSB)","Credit/Debit Card","20"
"2019 January","Florida","Money Services Business (MSB)","Other Fraud (Type)","914"
"2019 January","Florida","Money Services Business (MSB)","Wire","426"
"2019 January","Florida","Money Services Business (MSB)","[Total]","1,529"
"2019 January","Florida","Other","Business Loan","2"
"2019 January","Florida","Other","Consumer Loan (see instructions)","1"
"2019 January","Florida","Other","Credit/Debit Card","164"
"2019 January","Florida","Other","Other Fraud (Type)","6"
"2019 January","Florida","Other","Wire","2"
"2019 January","Florida","Other","[Total]","175"
"2019 January","Florida","Securities/Futures","ACH","14"
"2019 January","Florida","Securities/Futures","Check","5"
"2019 January","Florida","Securities/Futures","Credit/Debit Card","4"
"2019 January","Florida","Securities/Futures","Mass-Marketing","1"
"2019 January","Florida","Securities/Futures","Other Fraud (Type)","9"
"2019 January","Florida","Securities/Futures","Securities","5"
"2019 January","Florida","Securities/Futures","Wire","10"
"2019 January","Florida","Securities/Futures","[Total]","48"
"2019 January","Florida","[Total]","[Total]","4,596"
"2019 January","Georgia","Depository Institution","ACH","375"
"2019 January","Georgia","Depository Institution","Advance Fee","8"
"2019 January","Georgia","Depository Institution","Business Loan","5"
"2019 January","Georgia","Depository Institution","Check","859"
"2019 January","Georgia","Depository Institution","Consumer Loan (see instructions)","75"
"2019 January","Georgia","Depository Institution","Credit/Debit Card","183"
"2019 January","Georgia","Depository Institution","Healthcare/Public or Private Health Insurance","4"
"2019 January","Georgia","Depository Institution","Mail","12"
"2019 January","Georgia","Depository Institution","Mass-Marketing","82"
"2019 January","Georgia","Depository Institution","Other Fraud (Type)","613"
"2019 January","Georgia","Depository Institution","Ponzi Scheme","1"
"2019 January","Georgia","Depository Institution","Wire","271"
"2019 January","Georgia","Depository Institution","[Total]","2,488"
"2019 January","Georgia","Loan or Finance Company","Consumer Loan (see instructions)","4"
"2019 January","Georgia","Loan or Finance Company","Other Fraud (Type)","1"
"2019 January","Georgia","Loan or Finance Company","Wire","1"
"2019 January","Georgia","Loan or Finance Company","[Total]","6"
"2019 January","Georgia","Money Services Business (MSB)","ACH","20"
"2019 January","Georgia","Money Services Business (MSB)","Advance Fee","15"
"2019 January","Georgia","Money Services Business (MSB)","Check","5"
"2019 January","Georgia","Money Services Business (MSB)","Credit/Debit Card","4"
"2019 January","Georgia","Money Services Business (MSB)","Other Fraud (Type)","452"
"2019 January","Georgia","Money Services Business (MSB)","Ponzi Scheme","1"
"2019 January","Georgia","Money Services Business (MSB)","Wire","209"
"2019 January","Georgia","Money Services Business (MSB)","[Total]","706"
"2019 January","Georgia","Other","Credit/Debit Card","89"
"2019 January","Georgia","Other","Other Fraud (Type)","3"
"2019 January","Georgia","Other","Wire","3"
"2019 January","Georgia","Other","[Total]","95"
"2019 January","Georgia","Securities/Futures","ACH","3"
"2019 January","Georgia","Securities/Futures","Check","4"
"2019 January","Georgia","Securities/Futures","Credit/Debit Card","1"
"2019 January","Georgia","Securities/Futures","Other Fraud (Type)","2"
"2019 January","Georgia","Securities/Futures","Securities","1"
"2019 January","Georgia","Securities/Futures","Wire","5"
"2019 January","Georgia","Securities/Futures","[Total]","16"
"2019 January","Georgia","[Total]","[Total]","3,311"
"2019 January","Guam","Depository Institution","ACH","2"
"2019 January","Guam","Depository Institution","Advance Fee","1"
"2019 January","Guam","Depository Institution","Check","10"
"2019 January","Guam","Depository Institution","Credit/Debit Card","1"
"2019 January","Guam","Depository Institution","Other Fraud (Type)","2"
"2019 January","Guam","Depository Institution","Wire","2"
"2019 January","Guam","Depository Institution","[Total]","18"
"2019 January","Guam","Money Services Business (MSB)","Other Fraud (Type)","1"
"2019 January","Guam","Money Services Business (MSB)","[Total]","1"
"2019 January","Guam","[Total]","[Total]","19"
"2019 January","Hawaii","Depository Institution","ACH","14"
"2019 January","Hawaii","Depository Institution","Advance Fee","8"
"2019 January","Hawaii","Depository Institution","Business Loan","1"
"2019 January","Hawaii","Depository Institution","Check","54"
"2019 January","Hawaii","Depository Institution","Consumer Loan (see instructions)","6"
"2019 January","Hawaii","Depository Institution","Credit/Debit Card","7"
"2019 January","Hawaii","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2019 January","Hawaii","Depository Institution","Mail","1"
"2019 January","Hawaii","Depository Institution","Mass-Marketing","1"
"2019 January","Hawaii","Depository Institution","Other Fraud (Type)","13"
"2019 January","Hawaii","Depository Institution","Wire","20"
"2019 January","Hawaii","Depository Institution","[Total]","126"
"2019 January","Hawaii","Insurance Company","Other Fraud (Type)","1"
"2019 January","Hawaii","Insurance Company","[Total]","1"
"2019 January","Hawaii","Money Services Business (MSB)","Advance Fee","4"
"2019 January","Hawaii","Money Services Business (MSB)","Other Fraud (Type)","54"
"2019 January","Hawaii","Money Services Business (MSB)","Wire","36"
"2019 January","Hawaii","Money Services Business (MSB)","[Total]","94"
"2019 January","Hawaii","Securities/Futures","Other Fraud (Type)","1"
"2019 January","Hawaii","Securities/Futures","Wire","2"
"2019 January","Hawaii","Securities/Futures","[Total]","3"
"2019 January","Hawaii","[Total]","[Total]","224"
"2019 January","Idaho","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","1"
"2019 January","Idaho","Casino/Card Club - Tribal Authorized Casino","[Total]","1"
"2019 January","Idaho","Depository Institution","ACH","10"
"2019 January","Idaho","Depository Institution","Advance Fee","1"
"2019 January","Idaho","Depository Institution","Check","27"
"2019 January","Idaho","Depository Institution","Consumer Loan (see instructions)","2"
"2019 January","Idaho","Depository Institution","Credit/Debit Card","1"
"2019 January","Idaho","Depository Institution","Mail","2"
"2019 January","Idaho","Depository Institution","Mass-Marketing","5"
"2019 January","Idaho","Depository Institution","Other Fraud (Type)","14"
"2019 January","Idaho","Depository Institution","Wire","6"
"2019 January","Idaho","Depository Institution","[Total]","68"
"2019 January","Idaho","Money Services Business (MSB)","Advance Fee","1"
"2019 January","Idaho","Money Services Business (MSB)","Check","1"
"2019 January","Idaho","Money Services Business (MSB)","Other Fraud (Type)","43"
"2019 January","Idaho","Money Services Business (MSB)","Wire","27"
"2019 January","Idaho","Money Services Business (MSB)","[Total]","72"
"2019 January","Idaho","Other","Credit/Debit Card","1"
"2019 January","Idaho","Other","[Total]","1"
"2019 January","Idaho","Securities/Futures","ACH","1"
"2019 January","Idaho","Securities/Futures","Check","1"
"2019 January","Idaho","Securities/Futures","Other Fraud (Type)","1"
"2019 January","Idaho","Securities/Futures","[Total]","3"
"2019 January","Idaho","[Total]","[Total]","145"
"2019 January","Illinois","Casino/Card Club - State Licensed Casino","Credit/Debit Card","1"
"2019 January","Illinois","Casino/Card Club - State Licensed Casino","[Total]","1"
"2019 January","Illinois","Depository Institution","ACH","113"
"2019 January","Illinois","Depository Institution","Advance Fee","3"
"2019 January","Illinois","Depository Institution","Business Loan","5"
"2019 January","Illinois","Depository Institution","Check","942"
"2019 January","Illinois","Depository Institution","Consumer Loan (see instructions)","78"
"2019 January","Illinois","Depository Institution","Credit/Debit Card","134"
"2019 January","Illinois","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2019 January","Illinois","Depository Institution","Mail","20"
"2019 January","Illinois","Depository Institution","Mass-Marketing","69"
"2019 January","Illinois","Depository Institution","Other Fraud (Type)","231"
"2019 January","Illinois","Depository Institution","Ponzi Scheme","2"
"2019 January","Illinois","Depository Institution","Pyramid Scheme","1"
"2019 January","Illinois","Depository Institution","Wire","121"
"2019 January","Illinois","Depository Institution","[Total]","1,720"
"2019 January","Illinois","Insurance Company","ACH","1"
"2019 January","Illinois","Insurance Company","[Total]","1"
"2019 January","Illinois","Loan or Finance Company","Consumer Loan (see instructions)","1"
"2019 January","Illinois","Loan or Finance Company","Other Fraud (Type)","4"
"2019 January","Illinois","Loan or Finance Company","Wire","1"
"2019 January","Illinois","Loan or Finance Company","[Total]","6"
"2019 January","Illinois","Money Services Business (MSB)","Advance Fee","12"
"2019 January","Illinois","Money Services Business (MSB)","Check","4"
"2019 January","Illinois","Money Services Business (MSB)","Credit/Debit Card","6"
"2019 January","Illinois","Money Services Business (MSB)","Mail","1"
"2019 January","Illinois","Money Services Business (MSB)","Other Fraud (Type)","368"
"2019 January","Illinois","Money Services Business (MSB)","Wire","188"
"2019 January","Illinois","Money Services Business (MSB)","[Total]","579"
"2019 January","Illinois","Other","Check","1"
"2019 January","Illinois","Other","Consumer Loan (see instructions)","1"
"2019 January","Illinois","Other","Credit/Debit Card","7"
"2019 January","Illinois","Other","Mass-Marketing","1"
"2019 January","Illinois","Other","Other Fraud (Type)","14"
"2019 January","Illinois","Other","Wire","1"
"2019 January","Illinois","Other","[Total]","25"
"2019 January","Illinois","Securities/Futures","ACH","18"
"2019 January","Illinois","Securities/Futures","Check","5"
"2019 January","Illinois","Securities/Futures","Credit/Debit Card","1"
"2019 January","Illinois","Securities/Futures","Mass-Marketing","1"
"2019 January","Illinois","Securities/Futures","Other Fraud (Type)","6"
"2019 January","Illinois","Securities/Futures","Securities","3"
"2019 January","Illinois","Securities/Futures","Wire","6"
"2019 January","Illinois","Securities/Futures","[Total]","40"
"2019 January","Illinois","[Total]","[Total]","2,372"
"2019 January","Indiana","Casino/Card Club - State Licensed Casino","Check","1"
"2019 January","Indiana","Casino/Card Club - State Licensed Casino","Credit/Debit Card","1"
"2019 January","Indiana","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","29"
"2019 January","Indiana","Casino/Card Club - State Licensed Casino","[Total]","31"
"2019 January","Indiana","Depository Institution","ACH","35"
"2019 January","Indiana","Depository Institution","Advance Fee","5"
