Year Month,State,Industry,Suspicious Activity,Count
2020,American Samoa,Depository Institution,[Total],7
2020,American Samoa,Money Services Business (MSB),Other Fraud (Type),4
2020,American Samoa,Money Services Business (MSB),[Total],4
2020,American Samoa,[Total],[Total],11
2020,APO / DPO / FPO,Depository Institution,Check,1
2020,APO / DPO / FPO,Depository Institution,Consumer Loan (see instructions),1
2020,APO / DPO / FPO,Depository Institution,Other Fraud (Type),1
2020,APO / DPO / FPO,Depository Institution,[Total],3
2020,APO / DPO / FPO,Money Services Business (MSB),Advance Fee,1
2020,APO / DPO / FPO,Money Services Business (MSB),Credit/Debit Card,2
2020,APO / DPO / FPO,Money Services Business (MSB),Other Fraud (Type),19
2020,APO / DPO / FPO,Money Services Business (MSB),Wire,13
2020,APO / DPO / FPO,Money Services Business (MSB),[Total],35
2020,APO / DPO / FPO,[Total],[Total],38
2020,Arizona,Casino/Card Club - Tribal Authorized Casino,Business Loan,3
2020,Arizona,Casino/Card Club - Tribal Authorized Casino,Check,18
2020,Arizona,Casino/Card Club - Tribal Authorized Casino,Consumer Loan (see instructions),5
2020,Arizona,Casino/Card Club - Tribal Authorized Casino,Credit/Debit Card,63
2020,Arizona,Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),9
2020,Arizona,Casino/Card Club - Tribal Authorized Casino,Wire,3
2020,Arizona,Casino/Card Club - Tribal Authorized Casino,[Total],101
2020,Arizona,Depository Institution,ACH,"1,283"
2020,Arizona,Depository Institution,Advance Fee,54
2020,Arizona,Depository Institution,Business Loan,67
2020,Arizona,Depository Institution,Check,"4,017"
2020,Arizona,Depository Institution,Consumer Loan (see instructions),99
2020,Arizona,Depository Institution,Credit/Debit Card,593
2020,Arizona,Depository Institution,Healthcare/Public or Private Health Insurance,12
2020,Arizona,Depository Institution,Mail,79
2020,Arizona,Depository Institution,Mass-Marketing,429
2020,Arizona,Depository Institution,Other Fraud (Type),"2,266"
2020,Arizona,Depository Institution,Ponzi Scheme,12
2020,Arizona,Depository Institution,Pyramid Scheme,1
2020,Arizona,Depository Institution,Securities,12
2020,Arizona,Depository Institution,Wire,652
2020,Arizona,Depository Institution,[Total],"9,576"
2020,Arizona,Housing Government Sponsored Enterprise GSE,Consumer Loan (see instructions),1
2020,Arizona,Housing Government Sponsored Enterprise GSE,[Total],1
2020,Arizona,Insurance Company,Wire,11
2020,Arizona,Insurance Company,[Total],11
2020,Arizona,Loan or Finance Company,Check,1
2020,Arizona,Loan or Finance Company,Consumer Loan (see instructions),18
2020,Arizona,Loan or Finance Company,Other Fraud (Type),7
2020,Arizona,Loan or Finance Company,[Total],26
2020,Arizona,Money Services Business (MSB),ACH,1
2020,Arizona,Money Services Business (MSB),Advance Fee,28
2020,Arizona,Money Services Business (MSB),Check,43
2020,Arizona,Money Services Business (MSB),Consumer Loan (see instructions),6
2020,Arizona,Money Services Business (MSB),Credit/Debit Card,40
2020,Arizona,Money Services Business (MSB),Healthcare/Public or Private Health Insurance,1
2020,Arizona,Money Services Business (MSB),Other Fraud (Type),"1,440"
2020,Arizona,Money Services Business (MSB),Wire,632
2020,Arizona,Money Services Business (MSB),[Total],"2,191"
2020,Arizona,Other,ACH,20
2020,Arizona,Other,Business Loan,1
2020,Arizona,Other,Check,8
2020,Arizona,Other,Consumer Loan (see instructions),2
2020,Arizona,Other,Credit/Debit Card,2
2020,Arizona,Other,Mail,1
2020,Arizona,Other,Other Fraud (Type),16
2020,Arizona,Other,Wire,8
2020,Arizona,Other,[Total],58
2020,Arizona,Securities/Futures,ACH,23
2020,Arizona,Securities/Futures,Advance Fee,5
2020,Arizona,Securities/Futures,Check,21
2020,Arizona,Securities/Futures,Consumer Loan (see instructions),1
2020,Arizona,Securities/Futures,Credit/Debit Card,6
2020,Arizona,Securities/Futures,Mail,3
2020,Arizona,Securities/Futures,Mass-Marketing,1
2020,Arizona,Securities/Futures,Other Fraud (Type),39
2020,Arizona,Securities/Futures,Ponzi Scheme,1
2020,Arizona,Securities/Futures,Securities,26
2020,Arizona,Securities/Futures,Wire,26
2020,Arizona,Securities/Futures,[Total],152
2020,Arizona,[Total],[Total],"12,116"
2020,Arkansas,Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),6
2020,Arkansas,Casino/Card Club - Tribal Authorized Casino,Wire,4
2020,Arkansas,Casino/Card Club - Tribal Authorized Casino,[Total],10
2020,Arkansas,Depository Institution,ACH,860
2020,Arkansas,Depository Institution,Advance Fee,15
2020,Arkansas,Depository Institution,Business Loan,92
2020,Arkansas,Depository Institution,Check,"1,235"
2020,Arkansas,Depository Institution,Consumer Loan (see instructions),58
2020,Arkansas,Depository Institution,Credit/Debit Card,286
2020,Arkansas,Depository Institution,Healthcare/Public or Private Health Insurance,7
2020,Arkansas,Depository Institution,Mail,26
2020,Arkansas,Depository Institution,Mass-Marketing,106
2020,Arkansas,Depository Institution,Other Fraud (Type),"1,081"
2020,Arkansas,Depository Institution,Ponzi Scheme,3
2020,Arkansas,Depository Institution,Pyramid Scheme,5
2020,Arkansas,Depository Institution,Securities,1
2020,Arkansas,Depository Institution,Wire,281
2020,Arkansas,Depository Institution,[Total],"4,056"
2020,Arkansas,Money Services Business (MSB),Advance Fee,11
2020,Arkansas,Money Services Business (MSB),Check,1
2020,Arkansas,Money Services Business (MSB),Credit/Debit Card,22
2020,Arkansas,Money Services Business (MSB),Other Fraud (Type),"1,082"
2020,Arkansas,Money Services Business (MSB),Wire,316
2020,Arkansas,Money Services Business (MSB),[Total],"1,432"
2020,Arkansas,Other,ACH,2
2020,Arkansas,Other,Check,1
2020,Arkansas,Other,Consumer Loan (see instructions),1
2020,Arkansas,Other,Other Fraud (Type),3
2020,Arkansas,Other,Wire,5
2020,Arkansas,Other,[Total],12
2020,Arkansas,Securities/Futures,ACH,6
2020,Arkansas,Securities/Futures,Advance Fee,4
2020,Arkansas,Securities/Futures,Check,7
2020,Arkansas,Securities/Futures,Mail,1
2020,Arkansas,Securities/Futures,Other Fraud (Type),15
2020,Arkansas,Securities/Futures,Wire,9
2020,Arkansas,Securities/Futures,[Total],42
2020,Arkansas,[Total],[Total],"5,552"
2020,California,Casino/Card Club - Card Club,Credit/Debit Card,15
2020,California,Casino/Card Club - Card Club,Other Fraud (Type),4
2020,California,Casino/Card Club - Card Club,Wire,1
2020,California,Casino/Card Club - Card Club,[Total],20
2020,California,Casino/Card Club - Other Casino/Card Club,ACH,1
2020,California,Casino/Card Club - Other Casino/Card Club,[Total],1
2020,California,Casino/Card Club - State Licensed Casino,Business Loan,1
2020,California,Casino/Card Club - State Licensed Casino,Credit/Debit Card,2
2020,California,Casino/Card Club - State Licensed Casino,Other Fraud (Type),4
2020,California,Casino/Card Club - State Licensed Casino,[Total],7
2020,California,Casino/Card Club - Tribal Authorized Casino,ACH,7
2020,California,Casino/Card Club - Tribal Authorized Casino,Business Loan,1
2020,California,Casino/Card Club - Tribal Authorized Casino,Check,78
2020,California,Casino/Card Club - Tribal Authorized Casino,Credit/Debit Card,49
2020,California,Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),76
2020,California,Casino/Card Club - Tribal Authorized Casino,Pyramid Scheme,1
2020,California,Casino/Card Club - Tribal Authorized Casino,Wire,32
2020,California,Casino/Card Club - Tribal Authorized Casino,[Total],244
2020,California,Depository Institution,ACH,"17,322"
2020,California,Depository Institution,Advance Fee,167
2020,California,Depository Institution,Business Loan,"1,591"
2020,California,Depository Institution,Check,"36,620"
2020,California,Depository Institution,Consumer Loan (see instructions),"7,099"
2020,California,Depository Institution,Credit/Debit Card,"10,396"
2020,California,Depository Institution,Healthcare/Public or Private Health Insurance,91
2020,California,Depository Institution,Mail,"1,129"
2020,California,Depository Institution,Mass-Marketing,"2,303"
2020,California,Depository Institution,Other Fraud (Type),"24,937"
2020,California,Depository Institution,Ponzi Scheme,58
2020,California,Depository Institution,Pyramid Scheme,21
2020,California,Depository Institution,Securities,45
2020,California,Depository Institution,Wire,"12,245"
2020,California,Depository Institution,[Total],"114,024"
2020,California,Insurance Company,ACH,2
2020,California,Insurance Company,Check,3
2020,California,Insurance Company,Healthcare/Public or Private Health Insurance,1
2020,California,Insurance Company,Mail,1
2020,California,Insurance Company,Other Fraud (Type),1
2020,California,Insurance Company,Wire,37
2020,California,Insurance Company,[Total],45
2020,California,Loan or Finance Company,ACH,166
2020,California,Loan or Finance Company,Business Loan,46
2020,California,Loan or Finance Company,Check,295
2020,California,Loan or Finance Company,Consumer Loan (see instructions),560
2020,California,Loan or Finance Company,Credit/Debit Card,11
2020,California,Loan or Finance Company,Healthcare/Public or Private Health Insurance,10
2020,California,Loan or Finance Company,Mail,8
2020,California,Loan or Finance Company,Other Fraud (Type),119
2020,California,Loan or Finance Company,Ponzi Scheme,2
2020,California,Loan or Finance Company,Pyramid Scheme,1
2020,California,Loan or Finance Company,Securities,21
2020,California,Loan or Finance Company,Wire,65
2020,California,Loan or Finance Company,[Total],"1,304"
2020,California,Money Services Business (MSB),ACH,"11,696"
2020,California,Money Services Business (MSB),Advance Fee,419
2020,California,Money Services Business (MSB),Business Loan,24
2020,California,Money Services Business (MSB),Check,660
2020,California,Money Services Business (MSB),Consumer Loan (see instructions),111
2020,California,Money Services Business (MSB),Credit/Debit Card,"18,462"
2020,California,Money Services Business (MSB),Healthcare/Public or Private Health Insurance,2
2020,California,Money Services Business (MSB),Mail,34
2020,California,Money Services Business (MSB),Mass-Marketing,17
2020,California,Money Services Business (MSB),Other Fraud (Type),"22,747"
2020,California,Money Services Business (MSB),Ponzi Scheme,79
2020,California,Money Services Business (MSB),Pyramid Scheme,75
2020,California,Money Services Business (MSB),Securities,22
2020,California,Money Services Business (MSB),Wire,"3,968"
2020,California,Money Services Business (MSB),[Total],"58,316"
2020,California,Other,ACH,190
2020,California,Other,Advance Fee,1
2020,California,Other,Business Loan,100
2020,California,Other,Check,67
2020,California,Other,Consumer Loan (see instructions),"1,415"
2020,California,Other,Credit/Debit Card,45
2020,California,Other,Mail,14
2020,California,Other,Mass-Marketing,8
2020,California,Other,Other Fraud (Type),490
2020,California,Other,Securities,4
2020,California,Other,Wire,30
2020,California,Other,[Total],"2,364"
2020,California,Securities/Futures,ACH,"5,894"
2020,California,Securities/Futures,Advance Fee,30
2020,California,Securities/Futures,Business Loan,139
2020,California,Securities/Futures,Check,"1,506"
2020,California,Securities/Futures,Consumer Loan (see instructions),288
2020,California,Securities/Futures,Credit/Debit Card,529
2020,California,Securities/Futures,Healthcare/Public or Private Health Insurance,1
2020,California,Securities/Futures,Mail,35
2020,California,Securities/Futures,Mass-Marketing,22
2020,California,Securities/Futures,Other Fraud (Type),"2,121"
2020,California,Securities/Futures,Ponzi Scheme,7
2020,California,Securities/Futures,Pyramid Scheme,1
2020,California,Securities/Futures,Securities,121
2020,California,Securities/Futures,Wire,"1,851"
2020,California,Securities/Futures,[Total],"12,545"
2020,California,[Total],[Total],"188,870"
2020,Colorado,Casino/Card Club - State Licensed Casino,Consumer Loan (see instructions),1
2020,Colorado,Casino/Card Club - State Licensed Casino,Other Fraud (Type),1
2020,Colorado,Casino/Card Club - State Licensed Casino,[Total],2
2020,Colorado,Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),3
2020,Colorado,Casino/Card Club - Tribal Authorized Casino,Wire,3
2020,Colorado,Casino/Card Club - Tribal Authorized Casino,[Total],6
2020,Colorado,Depository Institution,ACH,"1,046"
2020,Colorado,Depository Institution,Advance Fee,63
2020,Colorado,Depository Institution,Business Loan,83
2020,Colorado,Depository Institution,Check,"2,799"
2020,Colorado,Depository Institution,Consumer Loan (see instructions),76
2020,Colorado,Depository Institution,Credit/Debit Card,358
2020,Colorado,Depository Institution,Healthcare/Public or Private Health Insurance,11
2020,Colorado,Depository Institution,Mail,100
2020,Colorado,Depository Institution,Mass-Marketing,197
2020,Colorado,Depository Institution,Other Fraud (Type),"1,685"
2020,Colorado,Depository Institution,Ponzi Scheme,14
2020,Colorado,Depository Institution,Pyramid Scheme,5
2020,Colorado,Depository Institution,Securities,9
2020,Colorado,Depository Institution,Wire,693
2020,Colorado,Depository Institution,[Total],"7,139"
2020,Colorado,Housing Government Sponsored Enterprise GSE,Consumer Loan (see instructions),2
2020,Colorado,Housing Government Sponsored Enterprise GSE,[Total],2
2020,Colorado,Insurance Company,Wire,4
2020,Colorado,Insurance Company,[Total],4
2020,Colorado,Loan or Finance Company,Consumer Loan (see instructions),5
2020,Colorado,Loan or Finance Company,Other Fraud (Type),14
2020,Colorado,Loan or Finance Company,[Total],19
2020,Colorado,Money Services Business (MSB),ACH,"3,257"
2020,Colorado,Money Services Business (MSB),Advance Fee,"1,505"
2020,Colorado,Money Services Business (MSB),Business Loan,1
2020,Colorado,Money Services Business (MSB),Check,11
2020,Colorado,Money Services Business (MSB),Consumer Loan (see instructions),4
2020,Colorado,Money Services Business (MSB),Credit/Debit Card,"7,323"
2020,Colorado,Money Services Business (MSB),Healthcare/Public or Private Health Insurance,1
2020,Colorado,Money Services Business (MSB),Mail,5
2020,Colorado,Money Services Business (MSB),Other Fraud (Type),"23,336"
2020,Colorado,Money Services Business (MSB),Ponzi Scheme,2
2020,Colorado,Money Services Business (MSB),Pyramid Scheme,6
2020,Colorado,Money Services Business (MSB),Securities,10
2020,Colorado,Money Services Business (MSB),Wire,"30,628"
2020,Colorado,Money Services Business (MSB),[Total],"66,089"
2020,Colorado,Other,ACH,24
2020,Colorado,Other,Advance Fee,1
2020,Colorado,Other,Business Loan,1
2020,Colorado,Other,Check,52
2020,Colorado,Other,Consumer Loan (see instructions),2
2020,Colorado,Other,Credit/Debit Card,1
2020,Colorado,Other,Mail,15
2020,Colorado,Other,Other Fraud (Type),17
2020,Colorado,Other,Ponzi Scheme,4
2020,Colorado,Other,Securities,3
2020,Colorado,Other,Wire,13
2020,Colorado,Other,[Total],133
2020,Colorado,Securities/Futures,ACH,70
2020,Colorado,Securities/Futures,Advance Fee,7
2020,Colorado,Securities/Futures,Check,245
2020,Colorado,Securities/Futures,Credit/Debit Card,6
2020,Colorado,Securities/Futures,Mail,1
2020,Colorado,Securities/Futures,Other Fraud (Type),27
2020,Colorado,Securities/Futures,Ponzi Scheme,2
2020,Colorado,Securities/Futures,Wire,23
2020,Colorado,Securities/Futures,[Total],381
2020,Colorado,[Total],[Total],"73,775"
2020,Connecticut,Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),5
2020,Connecticut,Casino/Card Club - Tribal Authorized Casino,[Total],5
2020,Connecticut,Depository Institution,ACH,795
2020,Connecticut,Depository Institution,Advance Fee,24
2020,Connecticut,Depository Institution,Business Loan,94
2020,Connecticut,Depository Institution,Check,"2,031"
2020,Connecticut,Depository Institution,Consumer Loan (see instructions),31
2020,Connecticut,Depository Institution,Credit/Debit Card,239
2020,Connecticut,Depository Institution,Healthcare/Public or Private Health Insurance,8
2020,Connecticut,Depository Institution,Mail,79
2020,Connecticut,Depository Institution,Mass-Marketing,168
2020,Connecticut,Depository Institution,Other Fraud (Type),971
2020,Connecticut,Depository Institution,Ponzi Scheme,5
2020,Connecticut,Depository Institution,Securities,2
2020,Connecticut,Depository Institution,Wire,367
2020,Connecticut,Depository Institution,[Total],"4,814"
2020,Connecticut,Insurance Company,ACH,1
2020,Connecticut,Insurance Company,Advance Fee,1
2020,Connecticut,Insurance Company,Check,7
2020,Connecticut,Insurance Company,Mail,1
2020,Connecticut,Insurance Company,Mass-Marketing,1
2020,Connecticut,Insurance Company,Other Fraud (Type),3
2020,Connecticut,Insurance Company,Wire,2
2020,Connecticut,Insurance Company,[Total],16
2020,Connecticut,Loan or Finance Company,Consumer Loan (see instructions),3
2020,Connecticut,Loan or Finance Company,Wire,1
2020,Connecticut,Loan or Finance Company,[Total],4
2020,Connecticut,Money Services Business (MSB),ACH,1
2020,Connecticut,Money Services Business (MSB),Advance Fee,24
2020,Connecticut,Money Services Business (MSB),Check,6
2020,Connecticut,Money Services Business (MSB),Credit/Debit Card,23
2020,Connecticut,Money Services Business (MSB),Healthcare/Public or Private Health Insurance,1
2020,Connecticut,Money Services Business (MSB),Mail,1
2020,Connecticut,Money Services Business (MSB),Other Fraud (Type),919
2020,Connecticut,Money Services Business (MSB),Wire,368
2020,Connecticut,Money Services Business (MSB),[Total],"1,343"
2020,Connecticut,Other,ACH,2
2020,Connecticut,Other,Check,6
2020,Connecticut,Other,Credit/Debit Card,2
2020,Connecticut,Other,Mass-Marketing,1
2020,Connecticut,Other,Other Fraud (Type),4
2020,Connecticut,Other,Wire,7
2020,Connecticut,Other,[Total],22
2020,Connecticut,Securities/Futures,ACH,139
2020,Connecticut,Securities/Futures,Advance Fee,2
2020,Connecticut,Securities/Futures,Business Loan,1
2020,Connecticut,Securities/Futures,Check,52
2020,Connecticut,Securities/Futures,Consumer Loan (see instructions),1
2020,Connecticut,Securities/Futures,Credit/Debit Card,23
2020,Connecticut,Securities/Futures,Healthcare/Public or Private Health Insurance,5
2020,Connecticut,Securities/Futures,Mail,7
2020,Connecticut,Securities/Futures,Mass-Marketing,2
2020,Connecticut,Securities/Futures,Other Fraud (Type),153
2020,Connecticut,Securities/Futures,Ponzi Scheme,5
2020,Connecticut,Securities/Futures,Pyramid Scheme,1
2020,Connecticut,Securities/Futures,Securities,21
2020,Connecticut,Securities/Futures,Wire,54
2020,Connecticut,Securities/Futures,[Total],466
2020,Connecticut,[Total],[Total],"6,670"
2020,Delaware,Casino/Card Club - State Licensed Casino,Credit/Debit Card,5
2020,Delaware,Casino/Card Club - State Licensed Casino,Other Fraud (Type),1
2020,Delaware,Casino/Card Club - State Licensed Casino,[Total],6
2020,Delaware,Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),1
2020,Delaware,Casino/Card Club - Tribal Authorized Casino,Wire,1
2020,Delaware,Casino/Card Club - Tribal Authorized Casino,[Total],2
2020,Delaware,Depository Institution,ACH,"10,826"
2020,Delaware,Depository Institution,Advance Fee,9
2020,Delaware,Depository Institution,Business Loan,151
2020,Delaware,Depository Institution,Check,"8,689"
2020,Delaware,Depository Institution,Consumer Loan (see instructions),391
2020,Delaware,Depository Institution,Credit/Debit Card,"10,113"
2020,Delaware,Depository Institution,Healthcare/Public or Private Health Insurance,9
2020,Delaware,Depository Institution,Mail,135
2020,Delaware,Depository Institution,Mass-Marketing,49
2020,Delaware,Depository Institution,Other Fraud (Type),"6,997"
2020,Delaware,Depository Institution,Ponzi Scheme,11
2020,Delaware,Depository Institution,Pyramid Scheme,2
2020,Delaware,Depository Institution,Securities,2
2020,Delaware,Depository Institution,Wire,"1,393"
2020,Delaware,Depository Institution,[Total],"38,777"
2020,Delaware,Insurance Company,Wire,1
2020,Delaware,Insurance Company,[Total],1
2020,Delaware,Loan or Finance Company,ACH,161
2020,Delaware,Loan or Finance Company,Consumer Loan (see instructions),161
2020,Delaware,Loan or Finance Company,[Total],322
2020,Delaware,Money Services Business (MSB),ACH,1
2020,Delaware,Money Services Business (MSB),Advance Fee,6
2020,Delaware,Money Services Business (MSB),Check,6
2020,Delaware,Money Services Business (MSB),Credit/Debit Card,12
2020,Delaware,Money Services Business (MSB),Mail,1
2020,Delaware,Money Services Business (MSB),Other Fraud (Type),300
2020,Delaware,Money Services Business (MSB),Ponzi Scheme,2
2020,Delaware,Money Services Business (MSB),Pyramid Scheme,1
2020,Delaware,Money Services Business (MSB),Securities,1
2020,Delaware,Money Services Business (MSB),Wire,118
2020,Delaware,Money Services Business (MSB),[Total],448
2020,Delaware,Other,ACH,"1,139"
2020,Delaware,Other,Advance Fee,1
2020,Delaware,Other,Check,29
2020,Delaware,Other,Consumer Loan (see instructions),149
2020,Delaware,Other,Credit/Debit Card,"1,202"
2020,Delaware,Other,Mail,6
2020,Delaware,Other,Mass-Marketing,1
2020,Delaware,Other,Other Fraud (Type),730
2020,Delaware,Other,Wire,3
2020,Delaware,Other,[Total],"3,260"
2020,Delaware,Securities/Futures,ACH,46
2020,Delaware,Securities/Futures,Advance Fee,1
2020,Delaware,Securities/Futures,Business Loan,1
2020,Delaware,Securities/Futures,Check,71
2020,Delaware,Securities/Futures,Credit/Debit Card,10
2020,Delaware,Securities/Futures,Mass-Marketing,1
2020,Delaware,Securities/Futures,Other Fraud (Type),18
2020,Delaware,Securities/Futures,Wire,6
2020,Delaware,Securities/Futures,[Total],154
2020,Delaware,[Total],[Total],"42,970"
2020,District of Columbia,Casino/Card Club - Other Casino/Card Club,ACH,1
2020,District of Columbia,Casino/Card Club - Other Casino/Card Club,Check,2
2020,District of Columbia,Casino/Card Club - Other Casino/Card Club,Credit/Debit Card,1
2020,District of Columbia,Casino/Card Club - Other Casino/Card Club,[Total],4
2020,District of Columbia,Depository Institution,ACH,310
2020,District of Columbia,Depository Institution,Advance Fee,8
2020,District of Columbia,Depository Institution,Business Loan,32
2020,District of Columbia,Depository Institution,Check,"1,456"
2020,District of Columbia,Depository Institution,Consumer Loan (see instructions),16
2020,District of Columbia,Depository Institution,Credit/Debit Card,211
2020,District of Columbia,Depository Institution,Mail,34
2020,District of Columbia,Depository Institution,Mass-Marketing,60
2020,District of Columbia,Depository Institution,Other Fraud (Type),666
2020,District of Columbia,Depository Institution,Ponzi Scheme,2
2020,District of Columbia,Depository Institution,Wire,181
2020,District of Columbia,Depository Institution,[Total],"2,976"
2020,District of Columbia,Housing Government Sponsored Enterprise GSE,ACH,3
2020,District of Columbia,Housing Government Sponsored Enterprise GSE,Healthcare/Public or Private Health Insurance,1
2020,District of Columbia,Housing Government Sponsored Enterprise GSE,Other Fraud (Type),2
2020,District of Columbia,Housing Government Sponsored Enterprise GSE,Securities,1
2020,District of Columbia,Housing Government Sponsored Enterprise GSE,Wire,2
2020,District of Columbia,Housing Government Sponsored Enterprise GSE,[Total],9
2020,District of Columbia,Money Services Business (MSB),ACH,1
2020,District of Columbia,Money Services Business (MSB),Advance Fee,8
2020,District of Columbia,Money Services Business (MSB),Check,3
2020,District of Columbia,Money Services Business (MSB),Credit/Debit Card,9
2020,District of Columbia,Money Services Business (MSB),Other Fraud (Type),370
2020,District of Columbia,Money Services Business (MSB),Ponzi Scheme,2
2020,District of Columbia,Money Services Business (MSB),Pyramid Scheme,1
2020,District of Columbia,Money Services Business (MSB),Securities,2
2020,District of Columbia,Money Services Business (MSB),Wire,378
2020,District of Columbia,Money Services Business (MSB),[Total],774
2020,District of Columbia,Other,Check,1
2020,District of Columbia,Other,Wire,1
2020,District of Columbia,Other,[Total],2
2020,District of Columbia,Securities/Futures,ACH,13
2020,District of Columbia,Securities/Futures,Check,26
2020,District of Columbia,Securities/Futures,Credit/Debit Card,3
2020,District of Columbia,Securities/Futures,Healthcare/Public or Private Health Insurance,1
2020,District of Columbia,Securities/Futures,Other Fraud (Type),16
2020,District of Columbia,Securities/Futures,Wire,12
2020,District of Columbia,Securities/Futures,[Total],71
2020,District of Columbia,[Total],[Total],"3,836"
2020,Florida,Casino/Card Club - Card Club,Check,2
2020,Florida,Casino/Card Club - Card Club,Credit/Debit Card,8
2020,Florida,Casino/Card Club - Card Club,Other Fraud (Type),1
2020,Florida,Casino/Card Club - Card Club,[Total],11
2020,Florida,Casino/Card Club - State Licensed Casino,Check,3
2020,Florida,Casino/Card Club - State Licensed Casino,Credit/Debit Card,4
