"Year Month","State","Industry","Suspicious Activity","Count"
"2021 January","Arizona","Depository Institution","Mass-Marketing","21"
"2021 January","Arizona","Depository Institution","Other Fraud (Type)","171"
"2021 January","Arizona","Depository Institution","Wire","52"
"2021 January","Arizona","Depository Institution","[Total]","708"
"2021 January","Arizona","Loan or Finance Company","ACH","1"
"2021 January","Arizona","Loan or Finance Company","Consumer Loan (see instructions)","2"
"2021 January","Arizona","Loan or Finance Company","[Total]","3"
"2021 January","Arizona","Money Services Business (MSB)","Advance Fee","1"
"2021 January","Arizona","Money Services Business (MSB)","Check","1"
"2021 January","Arizona","Money Services Business (MSB)","Consumer Loan (see instructions)","1"
"2021 January","Arizona","Money Services Business (MSB)","Other Fraud (Type)","72"
"2021 January","Arizona","Money Services Business (MSB)","Wire","39"
"2021 January","Arizona","Money Services Business (MSB)","[Total]","114"
"2021 January","Arizona","Other","ACH","2"
"2021 January","Arizona","Other","Check","1"
"2021 January","Arizona","Other","Consumer Loan (see instructions)","2"
"2021 January","Arizona","Other","Wire","2"
"2021 January","Arizona","Other","[Total]","7"
"2021 January","Arizona","Securities/Futures","ACH","5"
"2021 January","Arizona","Securities/Futures","Check","6"
"2021 January","Arizona","Securities/Futures","Credit/Debit Card","2"
"2021 January","Arizona","Securities/Futures","Mail","1"
"2021 January","Arizona","Securities/Futures","Other Fraud (Type)","4"
"2021 January","Arizona","Securities/Futures","Securities","1"
"2021 January","Arizona","Securities/Futures","Wire","2"
"2021 January","Arizona","Securities/Futures","[Total]","21"
"2021 January","Arizona","[Total]","[Total]","861"
"2021 January","Arkansas","Depository Institution","ACH","56"
"2021 January","Arkansas","Depository Institution","Advance Fee","2"
"2021 January","Arkansas","Depository Institution","Business Loan","3"
"2021 January","Arkansas","Depository Institution","Check","105"
"2021 January","Arkansas","Depository Institution","Consumer Loan (see instructions)","3"
"2021 January","Arkansas","Depository Institution","Credit/Debit Card","33"
"2021 January","Arkansas","Depository Institution","Mail","1"
"2021 January","Arkansas","Depository Institution","Mass-Marketing","10"
"2021 January","Arkansas","Depository Institution","Other Fraud (Type)","111"
"2021 January","Arkansas","Depository Institution","Wire","22"
"2021 January","Arkansas","Depository Institution","[Total]","346"
"2021 January","Arkansas","Money Services Business (MSB)","Check","1"
"2021 January","Arkansas","Money Services Business (MSB)","Other Fraud (Type)","65"
"2021 January","Arkansas","Money Services Business (MSB)","Wire","18"
"2021 January","Arkansas","Money Services Business (MSB)","[Total]","84"
"2021 January","Arkansas","Securities/Futures","ACH","1"
"2021 January","Arkansas","Securities/Futures","[Total]","1"
"2021 January","Arkansas","[Total]","[Total]","431"
"2021 January","California","Casino/Card Club - State Licensed Casino","Check","1"
"2021 January","California","Casino/Card Club - State Licensed Casino","[Total]","1"
"2021 January","California","Casino/Card Club - Tribal Authorized Casino","ACH","2"
"2021 January","California","Casino/Card Club - Tribal Authorized Casino","Check","10"
"2021 January","California","Casino/Card Club - Tribal Authorized Casino","Credit/Debit Card","11"
"2021 January","California","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","5"
"2021 January","California","Casino/Card Club - Tribal Authorized Casino","[Total]","28"
"2021 January","California","Depository Institution","ACH","1,259"
"2021 January","California","Depository Institution","Advance Fee","10"
"2021 January","California","Depository Institution","Business Loan","105"
"2021 January","California","Depository Institution","Check","2,893"
"2021 January","California","Depository Institution","Consumer Loan (see instructions)","530"
"2021 January","California","Depository Institution","Credit/Debit Card","1,225"
"2021 January","California","Depository Institution","Healthcare/Public or Private Health Insurance","14"
"2021 January","California","Depository Institution","Mail","76"
"2021 January","California","Depository Institution","Mass-Marketing","133"
"2021 January","California","Depository Institution","Other Fraud (Type)","2,374"
"2021 January","California","Depository Institution","Ponzi Scheme","3"
"2021 January","California","Depository Institution","Pyramid Scheme","3"
"2021 January","California","Depository Institution","Securities","2"
"2021 January","California","Depository Institution","Wire","1,044"
"2021 January","California","Depository Institution","[Total]","9,671"
"2021 January","California","Insurance Company","Wire","3"
"2021 January","California","Insurance Company","[Total]","3"
"2021 January","California","Loan or Finance Company","ACH","6"
"2021 January","California","Loan or Finance Company","Business Loan","5"
"2021 January","California","Loan or Finance Company","Check","13"
"2021 January","California","Loan or Finance Company","Consumer Loan (see instructions)","62"
"2021 January","California","Loan or Finance Company","Other Fraud (Type)","7"
"2021 January","California","Loan or Finance Company","Securities","1"
"2021 January","California","Loan or Finance Company","Wire","6"
"2021 January","California","Loan or Finance Company","[Total]","100"
"2021 January","California","Money Services Business (MSB)","ACH","957"
"2021 January","California","Money Services Business (MSB)","Advance Fee","21"
"2021 January","California","Money Services Business (MSB)","Check","25"
"2021 January","California","Money Services Business (MSB)","Consumer Loan (see instructions)","1"
"2021 January","California","Money Services Business (MSB)","Credit/Debit Card","1,766"
"2021 January","California","Money Services Business (MSB)","Mail","1"
"2021 January","California","Money Services Business (MSB)","Other Fraud (Type)","1,857"
"2021 January","California","Money Services Business (MSB)","Ponzi Scheme","13"
"2021 January","California","Money Services Business (MSB)","Pyramid Scheme","3"
"2021 January","California","Money Services Business (MSB)","Securities","1"
"2021 January","California","Money Services Business (MSB)","Wire","298"
"2021 January","California","Money Services Business (MSB)","[Total]","4,943"
"2021 January","California","Other","ACH","43"
"2021 January","California","Other","Business Loan","17"
"2021 January","California","Other","Check","3"
"2021 January","California","Other","Consumer Loan (see instructions)","104"
"2021 January","California","Other","Credit/Debit Card","10"
"2021 January","California","Other","Mass-Marketing","1"
"2021 January","California","Other","Other Fraud (Type)","54"
"2021 January","California","Other","Wire","3"
"2021 January","California","Other","[Total]","235"
"2021 January","California","Securities/Futures","ACH","890"
"2021 January","California","Securities/Futures","Advance Fee","2"
"2021 January","California","Securities/Futures","Business Loan","66"
"2021 January","California","Securities/Futures","Check","144"
"2021 January","California","Securities/Futures","Consumer Loan (see instructions)","9"
"2021 January","California","Securities/Futures","Credit/Debit Card","83"
"2021 January","California","Securities/Futures","Mail","1"
"2021 January","California","Securities/Futures","Mass-Marketing","2"
"2021 January","California","Securities/Futures","Other Fraud (Type)","275"
"2021 January","California","Securities/Futures","Ponzi Scheme","1"
"2021 January","California","Securities/Futures","Securities","15"
"2021 January","California","Securities/Futures","Wire","151"
"2021 January","California","Securities/Futures","[Total]","1,639"
"2021 January","California","[Total]","[Total]","16,620"
"2021 January","Colorado","Depository Institution","ACH","73"
"2021 January","Colorado","Depository Institution","Advance Fee","3"
"2021 January","Colorado","Depository Institution","Business Loan","5"
"2021 January","Colorado","Depository Institution","Check","193"
"2021 January","Colorado","Depository Institution","Consumer Loan (see instructions)","2"
"2021 January","Colorado","Depository Institution","Credit/Debit Card","30"
"2021 January","Colorado","Depository Institution","Mail","3"
"2021 January","Colorado","Depository Institution","Mass-Marketing","17"
"2021 January","Colorado","Depository Institution","Other Fraud (Type)","140"
"2021 January","Colorado","Depository Institution","Wire","44"
"2021 January","Colorado","Depository Institution","[Total]","510"
"2021 January","Colorado","Insurance Company","Other Fraud (Type)","1"
"2021 January","Colorado","Insurance Company","Ponzi Scheme","1"
"2021 January","Colorado","Insurance Company","[Total]","2"
"2021 January","Colorado","Money Services Business (MSB)","ACH","390"
"2021 January","Colorado","Money Services Business (MSB)","Advance Fee","64"
"2021 January","Colorado","Money Services Business (MSB)","Check","5"
"2021 January","Colorado","Money Services Business (MSB)","Credit/Debit Card","636"
"2021 January","Colorado","Money Services Business (MSB)","Other Fraud (Type)","1,269"
"2021 January","Colorado","Money Services Business (MSB)","Securities","1"
"2021 January","Colorado","Money Services Business (MSB)","Wire","2,140"
"2021 January","Colorado","Money Services Business (MSB)","[Total]","4,505"
"2021 January","Colorado","Other","ACH","3"
"2021 January","Colorado","Other","Check","4"
"2021 January","Colorado","Other","Other Fraud (Type)","4"
"2021 January","Colorado","Other","Ponzi Scheme","2"
"2021 January","Colorado","Other","Securities","1"
"2021 January","Colorado","Other","Wire","4"
"2021 January","Colorado","Other","[Total]","18"
"2021 January","Colorado","Securities/Futures","ACH","4"
"2021 January","Colorado","Securities/Futures","Advance Fee","1"
"2021 January","Colorado","Securities/Futures","Check","7"
"2021 January","Colorado","Securities/Futures","Mail","1"
"2021 January","Colorado","Securities/Futures","Other Fraud (Type)","2"
"2021 January","Colorado","Securities/Futures","Wire","1"
"2021 January","Colorado","Securities/Futures","[Total]","16"
"2021 January","Colorado","[Total]","[Total]","5,051"
"2021 January","Connecticut","Depository Institution","ACH","39"
"2021 January","Connecticut","Depository Institution","Advance Fee","1"
"2021 January","Connecticut","Depository Institution","Business Loan","3"
"2021 January","Connecticut","Depository Institution","Check","180"
"2021 January","Connecticut","Depository Institution","Consumer Loan (see instructions)","1"
"2021 January","Connecticut","Depository Institution","Credit/Debit Card","21"
"2021 January","Connecticut","Depository Institution","Mail","11"
"2021 January","Connecticut","Depository Institution","Mass-Marketing","11"
"2021 January","Connecticut","Depository Institution","Other Fraud (Type)","61"
"2021 January","Connecticut","Depository Institution","Ponzi Scheme","1"
"2021 January","Connecticut","Depository Institution","Wire","26"
"2021 January","Connecticut","Depository Institution","[Total]","355"
"2021 January","Connecticut","Insurance Company","Check","2"
"2021 January","Connecticut","Insurance Company","[Total]","2"
"2021 January","Connecticut","Money Services Business (MSB)","Credit/Debit Card","1"
"2021 January","Connecticut","Money Services Business (MSB)","Other Fraud (Type)","54"
"2021 January","Connecticut","Money Services Business (MSB)","Wire","20"
"2021 January","Connecticut","Money Services Business (MSB)","[Total]","75"
"2021 January","Connecticut","Other","ACH","1"
"2021 January","Connecticut","Other","Check","1"
"2021 January","Connecticut","Other","Consumer Loan (see instructions)","1"
"2021 January","Connecticut","Other","Credit/Debit Card","1"
"2021 January","Connecticut","Other","Wire","2"
"2021 January","Connecticut","Other","[Total]","6"
"2021 January","Connecticut","Securities/Futures","ACH","8"
"2021 January","Connecticut","Securities/Futures","Check","5"
"2021 January","Connecticut","Securities/Futures","Credit/Debit Card","1"
"2021 January","Connecticut","Securities/Futures","Other Fraud (Type)","28"
"2021 January","Connecticut","Securities/Futures","Ponzi Scheme","1"
"2021 January","Connecticut","Securities/Futures","Securities","1"
"2021 January","Connecticut","Securities/Futures","Wire","6"
"2021 January","Connecticut","Securities/Futures","[Total]","50"
"2021 January","Connecticut","[Total]","[Total]","488"
"2021 January","Delaware","Depository Institution","ACH","1,077"
"2021 January","Delaware","Depository Institution","Advance Fee","1"
"2021 January","Delaware","Depository Institution","Business Loan","24"
"2021 January","Delaware","Depository Institution","Check","1,361"
"2021 January","Delaware","Depository Institution","Consumer Loan (see instructions)","70"
"2021 January","Delaware","Depository Institution","Credit/Debit Card","931"
"2021 January","Delaware","Depository Institution","Mail","18"
"2021 January","Delaware","Depository Institution","Mass-Marketing","5"
"2021 January","Delaware","Depository Institution","Other Fraud (Type)","800"
"2021 January","Delaware","Depository Institution","Wire","168"
"2021 January","Delaware","Depository Institution","[Total]","4,455"
"2021 January","Delaware","Loan or Finance Company","ACH","10"
"2021 January","Delaware","Loan or Finance Company","Consumer Loan (see instructions)","10"
"2021 January","Delaware","Loan or Finance Company","[Total]","20"
"2021 January","Delaware","Money Services Business (MSB)","Advance Fee","1"
"2021 January","Delaware","Money Services Business (MSB)","Credit/Debit Card","1"
"2021 January","Delaware","Money Services Business (MSB)","Other Fraud (Type)","25"
"2021 January","Delaware","Money Services Business (MSB)","Securities","1"
"2021 January","Delaware","Money Services Business (MSB)","Wire","6"
"2021 January","Delaware","Money Services Business (MSB)","[Total]","34"
"2021 January","Delaware","Other","ACH","101"
"2021 January","Delaware","Other","Check","1"
"2021 January","Delaware","Other","Consumer Loan (see instructions)","12"
"2021 January","Delaware","Other","Credit/Debit Card","58"
"2021 January","Delaware","Other","Other Fraud (Type)","62"
"2021 January","Delaware","Other","[Total]","234"
"2021 January","Delaware","Securities/Futures","ACH","2"
"2021 January","Delaware","Securities/Futures","Check","4"
"2021 January","Delaware","Securities/Futures","Other Fraud (Type)","1"
"2021 January","Delaware","Securities/Futures","[Total]","7"
"2021 January","Delaware","[Total]","[Total]","4,750"
"2021 January","District of Columbia","Depository Institution","ACH","26"
"2021 January","District of Columbia","Depository Institution","Advance Fee","2"
"2021 January","District of Columbia","Depository Institution","Business Loan","2"
"2021 January","District of Columbia","Depository Institution","Check","122"
"2021 January","District of Columbia","Depository Institution","Consumer Loan (see instructions)","1"
"2021 January","District of Columbia","Depository Institution","Credit/Debit Card","20"
"2021 January","District of Columbia","Depository Institution","Mail","2"
"2021 January","District of Columbia","Depository Institution","Mass-Marketing","5"
"2021 January","District of Columbia","Depository Institution","Other Fraud (Type)","48"
"2021 January","District of Columbia","Depository Institution","Wire","9"
"2021 January","District of Columbia","Depository Institution","[Total]","237"
"2021 January","District of Columbia","Housing Government Sponsored Enterprise GSE","Wire","1"
"2021 January","District of Columbia","Housing Government Sponsored Enterprise GSE","[Total]","1"
"2021 January","District of Columbia","Money Services Business (MSB)","Advance Fee","1"
"2021 January","District of Columbia","Money Services Business (MSB)","Other Fraud (Type)","11"
"2021 January","District of Columbia","Money Services Business (MSB)","Wire","5"
"2021 January","District of Columbia","Money Services Business (MSB)","[Total]","17"
"2021 January","District of Columbia","Securities/Futures","Check","3"
"2021 January","District of Columbia","Securities/Futures","[Total]","3"
"2021 January","District of Columbia","[Total]","[Total]","258"
"2021 January","Florida","Casino/Card Club - Tribal Authorized Casino","Check","3"
"2021 January","Florida","Casino/Card Club - Tribal Authorized Casino","Credit/Debit Card","1"
"2021 January","Florida","Casino/Card Club - Tribal Authorized Casino","[Total]","4"
"2021 January","Florida","Depository Institution","ACH","416"
"2021 January","Florida","Depository Institution","Advance Fee","15"
"2021 January","Florida","Depository Institution","Business Loan","33"
"2021 January","Florida","Depository Institution","Check","1,677"
"2021 January","Florida","Depository Institution","Consumer Loan (see instructions)","22"
"2021 January","Florida","Depository Institution","Credit/Debit Card","239"
"2021 January","Florida","Depository Institution","Healthcare/Public or Private Health Insurance","14"
"2021 January","Florida","Depository Institution","Mail","21"
"2021 January","Florida","Depository Institution","Mass-Marketing","110"
"2021 January","Florida","Depository Institution","Other Fraud (Type)","836"
"2021 January","Florida","Depository Institution","Ponzi Scheme","1"
"2021 January","Florida","Depository Institution","Wire","219"
"2021 January","Florida","Depository Institution","[Total]","3,603"
"2021 January","Florida","Loan or Finance Company","Other Fraud (Type)","1"
"2021 January","Florida","Loan or Finance Company","[Total]","1"
"2021 January","Florida","Money Services Business (MSB)","ACH","6"
"2021 January","Florida","Money Services Business (MSB)","Advance Fee","14"
"2021 January","Florida","Money Services Business (MSB)","Check","209"
"2021 January","Florida","Money Services Business (MSB)","Consumer Loan (see instructions)","49"
"2021 January","Florida","Money Services Business (MSB)","Credit/Debit Card","28"
"2021 January","Florida","Money Services Business (MSB)","Other Fraud (Type)","474"
"2021 January","Florida","Money Services Business (MSB)","Wire","204"
"2021 January","Florida","Money Services Business (MSB)","[Total]","984"
"2021 January","Florida","Other","ACH","2"
"2021 January","Florida","Other","Check","2"
"2021 January","Florida","Other","Consumer Loan (see instructions)","2"
"2021 January","Florida","Other","Credit/Debit Card","70"
"2021 January","Florida","Other","Other Fraud (Type)","9"
"2021 January","Florida","Other","Wire","3"
"2021 January","Florida","Other","[Total]","88"
"2021 January","Florida","Securities/Futures","ACH","423"
"2021 January","Florida","Securities/Futures","Advance Fee","1"
"2021 January","Florida","Securities/Futures","Check","10"
"2021 January","Florida","Securities/Futures","Credit/Debit Card","58"
"2021 January","Florida","Securities/Futures","Healthcare/Public or Private Health Insurance","1"
"2021 January","Florida","Securities/Futures","Other Fraud (Type)","18"
"2021 January","Florida","Securities/Futures","Securities","6"
"2021 January","Florida","Securities/Futures","Wire","6"
"2021 January","Florida","Securities/Futures","[Total]","523"
"2021 January","Florida","[Total]","[Total]","5,203"
"2021 January","Georgia","Depository Institution","ACH","239"
"2021 January","Georgia","Depository Institution","Advance Fee","4"
"2021 January","Georgia","Depository Institution","Business Loan","12"
"2021 January","Georgia","Depository Institution","Check","707"
"2021 January","Georgia","Depository Institution","Consumer Loan (see instructions)","13"
"2021 January","Georgia","Depository Institution","Credit/Debit Card","174"
"2021 January","Georgia","Depository Institution","Healthcare/Public or Private Health Insurance","2"
"2021 January","Georgia","Depository Institution","Mail","11"
"2021 January","Georgia","Depository Institution","Mass-Marketing","34"
"2021 January","Georgia","Depository Institution","Other Fraud (Type)","498"
"2021 January","Georgia","Depository Institution","Ponzi Scheme","1"
"2021 January","Georgia","Depository Institution","Wire","108"
"2021 January","Georgia","Depository Institution","[Total]","1,803"
"2021 January","Georgia","Loan or Finance Company","ACH","1"
"2021 January","Georgia","Loan or Finance Company","Check","2"
"2021 January","Georgia","Loan or Finance Company","Consumer Loan (see instructions)","3"
"2021 January","Georgia","Loan or Finance Company","[Total]","6"
"2021 January","Georgia","Money Services Business (MSB)","ACH","14"
"2021 January","Georgia","Money Services Business (MSB)","Advance Fee","6"
"2021 January","Georgia","Money Services Business (MSB)","Check","6"
"2021 January","Georgia","Money Services Business (MSB)","Credit/Debit Card","14"
"2021 January","Georgia","Money Services Business (MSB)","Other Fraud (Type)","183"
"2021 January","Georgia","Money Services Business (MSB)","Ponzi Scheme","1"
"2021 January","Georgia","Money Services Business (MSB)","Wire","76"
"2021 January","Georgia","Money Services Business (MSB)","[Total]","300"
"2021 January","Georgia","Other","ACH","1"
"2021 January","Georgia","Other","Check","1"
"2021 January","Georgia","Other","Consumer Loan (see instructions)","3"
"2021 January","Georgia","Other","Credit/Debit Card","97"
"2021 January","Georgia","Other","Other Fraud (Type)","14"
"2021 January","Georgia","Other","Wire","1"
"2021 January","Georgia","Other","[Total]","117"
"2021 January","Georgia","Securities/Futures","ACH","1"
"2021 January","Georgia","Securities/Futures","Check","6"
"2021 January","Georgia","Securities/Futures","Credit/Debit Card","2"
"2021 January","Georgia","Securities/Futures","Mail","1"
"2021 January","Georgia","Securities/Futures","Other Fraud (Type)","6"
"2021 January","Georgia","Securities/Futures","Wire","4"
"2021 January","Georgia","Securities/Futures","[Total]","20"
"2021 January","Georgia","[Total]","[Total]","2,246"
"2021 January","Guam","Depository Institution","ACH","3"
"2021 January","Guam","Depository Institution","Check","11"
"2021 January","Guam","Depository Institution","Credit/Debit Card","1"
"2021 January","Guam","Depository Institution","Mass-Marketing","1"
"2021 January","Guam","Depository Institution","Other Fraud (Type)","3"
"2021 January","Guam","Depository Institution","[Total]","19"
"2021 January","Guam","Money Services Business (MSB)","Other Fraud (Type)","1"
"2021 January","Guam","Money Services Business (MSB)","[Total]","1"
"2021 January","Guam","[Total]","[Total]","20"
"2021 January","Hawaii","Depository Institution","ACH","16"
"2021 January","Hawaii","Depository Institution","Advance Fee","9"
"2021 January","Hawaii","Depository Institution","Check","62"
"2021 January","Hawaii","Depository Institution","Credit/Debit Card","7"
"2021 January","Hawaii","Depository Institution","Other Fraud (Type)","26"
"2021 January","Hawaii","Depository Institution","Wire","11"
"2021 January","Hawaii","Depository Institution","[Total]","131"
"2021 January","Hawaii","Money Services Business (MSB)","Advance Fee","1"
"2021 January","Hawaii","Money Services Business (MSB)","Credit/Debit Card","1"
"2021 January","Hawaii","Money Services Business (MSB)","Other Fraud (Type)","26"
"2021 January","Hawaii","Money Services Business (MSB)","Wire","17"
"2021 January","Hawaii","Money Services Business (MSB)","[Total]","45"
"2021 January","Hawaii","Other","Wire","1"
"2021 January","Hawaii","Other","[Total]","1"
"2021 January","Hawaii","Securities/Futures","Wire","1"
"2021 January","Hawaii","Securities/Futures","[Total]","1"
"2021 January","Hawaii","[Total]","[Total]","178"
"2021 January","Idaho","Casino/Card Club - Tribal Authorized Casino","Credit/Debit Card","1"
"2021 January","Idaho","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","4"
"2021 January","Idaho","Casino/Card Club - Tribal Authorized Casino","[Total]","5"
"2021 January","Idaho","Depository Institution","ACH","17"
"2021 January","Idaho","Depository Institution","Check","34"
"2021 January","Idaho","Depository Institution","Consumer Loan (see instructions)","2"
"2021 January","Idaho","Depository Institution","Credit/Debit Card","4"
"2021 January","Idaho","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2021 January","Idaho","Depository Institution","Mail","1"
"2021 January","Idaho","Depository Institution","Mass-Marketing","6"
"2021 January","Idaho","Depository Institution","Other Fraud (Type)","30"
"2021 January","Idaho","Depository Institution","Wire","6"
"2021 January","Idaho","Depository Institution","[Total]","101"
"2021 January","Idaho","Money Services Business (MSB)","Check","1"
"2021 January","Idaho","Money Services Business (MSB)","Other Fraud (Type)","17"
"2021 January","Idaho","Money Services Business (MSB)","Wire","11"
"2021 January","Idaho","Money Services Business (MSB)","[Total]","29"
"2021 January","Idaho","Securities/Futures","Advance Fee","1"
"2021 January","Idaho","Securities/Futures","Mail","1"
"2021 January","Idaho","Securities/Futures","[Total]","2"
"2021 January","Idaho","[Total]","[Total]","137"
"2021 January","Illinois","Depository Institution","ACH","350"
"2021 January","Illinois","Depository Institution","Advance Fee","7"
"2021 January","Illinois","Depository Institution","Business Loan","43"
"2021 January","Illinois","Depository Institution","Check","914"
"2021 January","Illinois","Depository Institution","Consumer Loan (see instructions)","25"
"2021 January","Illinois","Depository Institution","Credit/Debit Card","156"
"2021 January","Illinois","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2021 January","Illinois","Depository Institution","Mail","38"
"2021 January","Illinois","Depository Institution","Mass-Marketing","40"
"2021 January","Illinois","Depository Institution","Other Fraud (Type)","531"
"2021 January","Illinois","Depository Institution","Ponzi Scheme","2"
"2021 January","Illinois","Depository Institution","Pyramid Scheme","1"
"2021 January","Illinois","Depository Institution","Wire","105"
"2021 January","Illinois","Depository Institution","[Total]","2,213"
"2021 January","Illinois","Loan or Finance Company","Other Fraud (Type)","1"
"2021 January","Illinois","Loan or Finance Company","[Total]","1"
"2021 January","Illinois","Money Services Business (MSB)","Advance Fee","2"
"2021 January","Illinois","Money Services Business (MSB)","Check","3"
"2021 January","Illinois","Money Services Business (MSB)","Credit/Debit Card","16"
"2021 January","Illinois","Money Services Business (MSB)","Mail","1"
"2021 January","Illinois","Money Services Business (MSB)","Other Fraud (Type)","143"
"2021 January","Illinois","Money Services Business (MSB)","Wire","54"
"2021 January","Illinois","Money Services Business (MSB)","[Total]","219"
"2021 January","Illinois","Other","ACH","7"
"2021 January","Illinois","Other","Check","3"
"2021 January","Illinois","Other","Consumer Loan (see instructions)","2"
"2021 January","Illinois","Other","Credit/Debit Card","13"
"2021 January","Illinois","Other","Other Fraud (Type)","14"
"2021 January","Illinois","Other","Wire","3"
"2021 January","Illinois","Other","[Total]","42"
"2021 January","Illinois","Securities/Futures","ACH","46"
"2021 January","Illinois","Securities/Futures","Check","6"
"2021 January","Illinois","Securities/Futures","Consumer Loan (see instructions)","1"
"2021 January","Illinois","Securities/Futures","Credit/Debit Card","4"
"2021 January","Illinois","Securities/Futures","Mail","1"
"2021 January","Illinois","Securities/Futures","Other Fraud (Type)","13"
"2021 January","Illinois","Securities/Futures","Ponzi Scheme","1"
"2021 January","Illinois","Securities/Futures","Pyramid Scheme","1"
"2021 January","Illinois","Securities/Futures","Securities","15"
"2021 January","Illinois","Securities/Futures","Wire","7"
"2021 January","Illinois","Securities/Futures","[Total]","95"
"2021 January","Illinois","[Total]","[Total]","2,570"
"2021 January","Indiana","Casino/Card Club - State Licensed Casino","ACH","1"
"2021 January","Indiana","Casino/Card Club - State Licensed Casino","Credit/Debit Card","1"
"2021 January","Indiana","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","2"
"2021 January","Indiana","Casino/Card Club - State Licensed Casino","[Total]","4"
"2021 January","Indiana","Depository Institution","ACH","266"
"2021 January","Indiana","Depository Institution","Advance Fee","2"
"2021 January","Indiana","Depository Institution","Business Loan","7"
"2021 January","Indiana","Depository Institution","Check","257"
"2021 January","Indiana","Depository Institution","Consumer Loan (see instructions)","9"
"2021 January","Indiana","Depository Institution","Credit/Debit Card","25"
