"Year Month","State","Industry","Suspicious Activity","Count"
"2021 ","Arkansas","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","1"
"2021 ","Arkansas","Casino/Card Club - State Licensed Casino","[Total]","2"
"2021 ","Arkansas","Depository Institution","ACH","1,121"
"2021 ","Arkansas","Depository Institution","Advance Fee","17"
"2021 ","Arkansas","Depository Institution","Business Loan","342"
"2021 ","Arkansas","Depository Institution","Check","1,482"
"2021 ","Arkansas","Depository Institution","Consumer Loan (see instructions)","76"
"2021 ","Arkansas","Depository Institution","Credit/Debit Card","510"
"2021 ","Arkansas","Depository Institution","Healthcare/Public or Private Health Insurance","7"
"2021 ","Arkansas","Depository Institution","Mail","59"
"2021 ","Arkansas","Depository Institution","Mass-Marketing","85"
"2021 ","Arkansas","Depository Institution","Other Fraud (Type)","2,141"
"2021 ","Arkansas","Depository Institution","Ponzi Scheme","1"
"2021 ","Arkansas","Depository Institution","Securities","2"
"2021 ","Arkansas","Depository Institution","Wire","268"
"2021 ","Arkansas","Depository Institution","[Total]","6,111"
"2021 ","Arkansas","Insurance Company","Wire","2"
"2021 ","Arkansas","Insurance Company","[Total]","2"
"2021 ","Arkansas","Loan or Finance Company","Business Loan","3"
"2021 ","Arkansas","Loan or Finance Company","[Total]","3"
"2021 ","Arkansas","Money Services Business (MSB)","Advance Fee","5"
"2021 ","Arkansas","Money Services Business (MSB)","Check","3"
"2021 ","Arkansas","Money Services Business (MSB)","Credit/Debit Card","5"
"2021 ","Arkansas","Money Services Business (MSB)","Mass-Marketing","1"
"2021 ","Arkansas","Money Services Business (MSB)","Other Fraud (Type)","3,122"
"2021 ","Arkansas","Money Services Business (MSB)","Wire","215"
"2021 ","Arkansas","Money Services Business (MSB)","[Total]","3,351"
"2021 ","Arkansas","Other","ACH","1"
"2021 ","Arkansas","Other","Check","1"
"2021 ","Arkansas","Other","Consumer Loan (see instructions)","3"
"2021 ","Arkansas","Other","Other Fraud (Type)","1"
"2021 ","Arkansas","Other","Wire","1"
"2021 ","Arkansas","Other","[Total]","7"
"2021 ","Arkansas","Securities/Futures","ACH","4"
"2021 ","Arkansas","Securities/Futures","Advance Fee","4"
"2021 ","Arkansas","Securities/Futures","Check","2"
"2021 ","Arkansas","Securities/Futures","Credit/Debit Card","4"
"2021 ","Arkansas","Securities/Futures","Healthcare/Public or Private Health Insurance","1"
"2021 ","Arkansas","Securities/Futures","Mail","5"
"2021 ","Arkansas","Securities/Futures","Other Fraud (Type)","11"
"2021 ","Arkansas","Securities/Futures","Wire","11"
"2021 ","Arkansas","Securities/Futures","[Total]","42"
"2021 ","Arkansas","[Total]","[Total]","9,518"
"2021 ","California","Casino/Card Club - Card Club","Credit/Debit Card","15"
"2021 ","California","Casino/Card Club - Card Club","Other Fraud (Type)","3"
"2021 ","California","Casino/Card Club - Card Club","[Total]","18"
"2021 ","California","Casino/Card Club - Other Casino/Card Club","ACH","1"
"2021 ","California","Casino/Card Club - Other Casino/Card Club","Credit/Debit Card","1"
"2021 ","California","Casino/Card Club - Other Casino/Card Club","[Total]","2"
"2021 ","California","Casino/Card Club - State Licensed Casino","Check","1"
"2021 ","California","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","2"
"2021 ","California","Casino/Card Club - State Licensed Casino","[Total]","3"
"2021 ","California","Casino/Card Club - Tribal Authorized Casino","ACH","9"
"2021 ","California","Casino/Card Club - Tribal Authorized Casino","Business Loan","1"
"2021 ","California","Casino/Card Club - Tribal Authorized Casino","Check","111"
"2021 ","California","Casino/Card Club - Tribal Authorized Casino","Credit/Debit Card","59"
"2021 ","California","Casino/Card Club - Tribal Authorized Casino","Healthcare/Public or Private Health Insurance","1"
"2021 ","California","Casino/Card Club - Tribal Authorized Casino","Mail","4"
"2021 ","California","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","83"
"2021 ","California","Casino/Card Club - Tribal Authorized Casino","[Total]","268"
"2021 ","California","Depository Institution","ACH","20,654"
"2021 ","California","Depository Institution","Advance Fee","134"
"2021 ","California","Depository Institution","Business Loan","2,035"
"2021 ","California","Depository Institution","Check","39,984"
"2021 ","California","Depository Institution","Consumer Loan (see instructions)","6,941"
"2021 ","California","Depository Institution","Credit/Debit Card","16,429"
"2021 ","California","Depository Institution","Healthcare/Public or Private Health Insurance","402"
"2021 ","California","Depository Institution","Mail","1,200"
"2021 ","California","Depository Institution","Mass-Marketing","1,818"
"2021 ","California","Depository Institution","Other Fraud (Type)","33,992"
"2021 ","California","Depository Institution","Ponzi Scheme","42"
"2021 ","California","Depository Institution","Pyramid Scheme","16"
"2021 ","California","Depository Institution","Securities","31"
"2021 ","California","Depository Institution","Wire","14,424"
"2021 ","California","Depository Institution","[Total]","138,102"
"2021 ","California","Housing Government Sponsored Enterprise GSE","Other Fraud (Type)","2"
"2021 ","California","Housing Government Sponsored Enterprise GSE","[Total]","2"
"2021 ","California","Insurance Company","Check","1"
"2021 ","California","Insurance Company","Wire","33"
"2021 ","California","Insurance Company","[Total]","34"
"2021 ","California","Loan or Finance Company","ACH","96"
"2021 ","California","Loan or Finance Company","Advance Fee","2"
"2021 ","California","Loan or Finance Company","Business Loan","86"
"2021 ","California","Loan or Finance Company","Check","79"
"2021 ","California","Loan or Finance Company","Consumer Loan (see instructions)","2,026"
"2021 ","California","Loan or Finance Company","Credit/Debit Card","1"
"2021 ","California","Loan or Finance Company","Healthcare/Public or Private Health Insurance","3"
"2021 ","California","Loan or Finance Company","Mail","3"
"2021 ","California","Loan or Finance Company","Other Fraud (Type)","125"
"2021 ","California","Loan or Finance Company","Securities","4"
"2021 ","California","Loan or Finance Company","Wire","324"
"2021 ","California","Loan or Finance Company","[Total]","2,749"
"2021 ","California","Money Services Business (MSB)","ACH","21,219"
"2021 ","California","Money Services Business (MSB)","Advance Fee","171"
"2021 ","California","Money Services Business (MSB)","Business Loan","62"
"2021 ","California","Money Services Business (MSB)","Check","657"
"2021 ","California","Money Services Business (MSB)","Consumer Loan (see instructions)","47"
"2021 ","California","Money Services Business (MSB)","Credit/Debit Card","22,739"
"2021 ","California","Money Services Business (MSB)","Healthcare/Public or Private Health Insurance","14"
"2021 ","California","Money Services Business (MSB)","Mail","18"
"2021 ","California","Money Services Business (MSB)","Mass-Marketing","23"
"2021 ","California","Money Services Business (MSB)","Other Fraud (Type)","27,540"
"2021 ","California","Money Services Business (MSB)","Ponzi Scheme","118"
"2021 ","California","Money Services Business (MSB)","Pyramid Scheme","46"
"2021 ","California","Money Services Business (MSB)","Securities","94"
"2021 ","California","Money Services Business (MSB)","Wire","3,509"
"2021 ","California","Money Services Business (MSB)","[Total]","76,257"
"2021 ","California","Other","ACH","298"
"2021 ","California","Other","Advance Fee","2"
"2021 ","California","Other","Business Loan","117"
"2021 ","California","Other","Check","40"
"2021 ","California","Other","Consumer Loan (see instructions)","878"
"2021 ","California","Other","Credit/Debit Card","208"
"2021 ","California","Other","Mail","11"
"2021 ","California","Other","Mass-Marketing","5"
"2021 ","California","Other","Other Fraud (Type)","688"
"2021 ","California","Other","Ponzi Scheme","1"
"2021 ","California","Other","Pyramid Scheme","1"
"2021 ","California","Other","Securities","1"
"2021 ","California","Other","Wire","45"
"2021 ","California","Other","[Total]","2,295"
"2021 ","California","Securities/Futures","ACH","17,051"
"2021 ","California","Securities/Futures","Advance Fee","23"
"2021 ","California","Securities/Futures","Business Loan","466"
"2021 ","California","Securities/Futures","Check","3,077"
"2021 ","California","Securities/Futures","Consumer Loan (see instructions)","211"
"2021 ","California","Securities/Futures","Credit/Debit Card","6,019"
"2021 ","California","Securities/Futures","Healthcare/Public or Private Health Insurance","6"
"2021 ","California","Securities/Futures","Mail","47"
"2021 ","California","Securities/Futures","Mass-Marketing","15"
"2021 ","California","Securities/Futures","Other Fraud (Type)","7,264"
"2021 ","California","Securities/Futures","Ponzi Scheme","13"
"2021 ","California","Securities/Futures","Securities","327"
"2021 ","California","Securities/Futures","Wire","2,349"
"2021 ","California","Securities/Futures","[Total]","36,868"
"2021 ","California","[Total]","[Total]","256,598"
"2021 ","Colorado","Casino/Card Club - State Licensed Casino","ACH","2"
"2021 ","Colorado","Casino/Card Club - State Licensed Casino","Credit/Debit Card","3"
"2021 ","Colorado","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","5"
"2021 ","Colorado","Casino/Card Club - State Licensed Casino","[Total]","10"
"2021 ","Colorado","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","1"
"2021 ","Colorado","Casino/Card Club - Tribal Authorized Casino","[Total]","1"
"2021 ","Colorado","Depository Institution","ACH","940"
"2021 ","Colorado","Depository Institution","Advance Fee","53"
"2021 ","Colorado","Depository Institution","Business Loan","124"
"2021 ","Colorado","Depository Institution","Check","2,725"
"2021 ","Colorado","Depository Institution","Consumer Loan (see instructions)","71"
"2021 ","Colorado","Depository Institution","Credit/Debit Card","366"
"2021 ","Colorado","Depository Institution","Healthcare/Public or Private Health Insurance","3"
"2021 ","Colorado","Depository Institution","Mail","73"
"2021 ","Colorado","Depository Institution","Mass-Marketing","161"
"2021 ","Colorado","Depository Institution","Other Fraud (Type)","1,881"
"2021 ","Colorado","Depository Institution","Ponzi Scheme","11"
"2021 ","Colorado","Depository Institution","Pyramid Scheme","7"
"2021 ","Colorado","Depository Institution","Securities","3"
"2021 ","Colorado","Depository Institution","Wire","624"
"2021 ","Colorado","Depository Institution","[Total]","7,042"
"2021 ","Colorado","Housing Government Sponsored Enterprise GSE","Consumer Loan (see instructions)","3"
"2021 ","Colorado","Housing Government Sponsored Enterprise GSE","Other Fraud (Type)","1"
"2021 ","Colorado","Housing Government Sponsored Enterprise GSE","[Total]","4"
"2021 ","Colorado","Insurance Company","Other Fraud (Type)","1"
"2021 ","Colorado","Insurance Company","Ponzi Scheme","1"
"2021 ","Colorado","Insurance Company","Wire","4"
"2021 ","Colorado","Insurance Company","[Total]","6"
"2021 ","Colorado","Loan or Finance Company","Consumer Loan (see instructions)","3"
"2021 ","Colorado","Loan or Finance Company","Other Fraud (Type)","16"
"2021 ","Colorado","Loan or Finance Company","Wire","1"
"2021 ","Colorado","Loan or Finance Company","[Total]","20"
"2021 ","Colorado","Money Services Business (MSB)","ACH","2,591"
"2021 ","Colorado","Money Services Business (MSB)","Advance Fee","771"
"2021 ","Colorado","Money Services Business (MSB)","Business Loan","2"
"2021 ","Colorado","Money Services Business (MSB)","Check","10"
"2021 ","Colorado","Money Services Business (MSB)","Consumer Loan (see instructions)","6"
"2021 ","Colorado","Money Services Business (MSB)","Credit/Debit Card","8,182"
"2021 ","Colorado","Money Services Business (MSB)","Healthcare/Public or Private Health Insurance","1"
"2021 ","Colorado","Money Services Business (MSB)","Mail","3"
"2021 ","Colorado","Money Services Business (MSB)","Mass-Marketing","1"
"2021 ","Colorado","Money Services Business (MSB)","Other Fraud (Type)","18,040"
"2021 ","Colorado","Money Services Business (MSB)","Ponzi Scheme","4"
"2021 ","Colorado","Money Services Business (MSB)","Pyramid Scheme","7"
"2021 ","Colorado","Money Services Business (MSB)","Securities","8"
"2021 ","Colorado","Money Services Business (MSB)","Wire","20,986"
"2021 ","Colorado","Money Services Business (MSB)","[Total]","50,612"
"2021 ","Colorado","Other","ACH","37"
"2021 ","Colorado","Other","Advance Fee","3"
"2021 ","Colorado","Other","Check","80"
"2021 ","Colorado","Other","Consumer Loan (see instructions)","5"
"2021 ","Colorado","Other","Credit/Debit Card","2"
"2021 ","Colorado","Other","Mail","28"
"2021 ","Colorado","Other","Other Fraud (Type)","33"
"2021 ","Colorado","Other","Ponzi Scheme","7"
"2021 ","Colorado","Other","Securities","5"
"2021 ","Colorado","Other","Wire","37"
"2021 ","Colorado","Other","[Total]","237"
"2021 ","Colorado","Securities/Futures","ACH","22"
"2021 ","Colorado","Securities/Futures","Advance Fee","6"
"2021 ","Colorado","Securities/Futures","Check","92"
"2021 ","Colorado","Securities/Futures","Credit/Debit Card","3"
"2021 ","Colorado","Securities/Futures","Mail","4"
"2021 ","Colorado","Securities/Futures","Other Fraud (Type)","27"
"2021 ","Colorado","Securities/Futures","Ponzi Scheme","1"
"2021 ","Colorado","Securities/Futures","Securities","2"
"2021 ","Colorado","Securities/Futures","Wire","19"
"2021 ","Colorado","Securities/Futures","[Total]","176"
"2021 ","Colorado","[Total]","[Total]","58,108"
"2021 ","Connecticut","Casino/Card Club - Tribal Authorized Casino","Business Loan","1"
"2021 ","Connecticut","Casino/Card Club - Tribal Authorized Casino","Credit/Debit Card","1"
"2021 ","Connecticut","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","3"
"2021 ","Connecticut","Casino/Card Club - Tribal Authorized Casino","[Total]","5"
"2021 ","Connecticut","Depository Institution","ACH","620"
"2021 ","Connecticut","Depository Institution","Advance Fee","11"
"2021 ","Connecticut","Depository Institution","Business Loan","61"
"2021 ","Connecticut","Depository Institution","Check","2,431"
"2021 ","Connecticut","Depository Institution","Consumer Loan (see instructions)","18"
"2021 ","Connecticut","Depository Institution","Credit/Debit Card","292"
"2021 ","Connecticut","Depository Institution","Healthcare/Public or Private Health Insurance","3"
"2021 ","Connecticut","Depository Institution","Mail","76"
"2021 ","Connecticut","Depository Institution","Mass-Marketing","122"
"2021 ","Connecticut","Depository Institution","Other Fraud (Type)","1,148"
"2021 ","Connecticut","Depository Institution","Ponzi Scheme","7"
"2021 ","Connecticut","Depository Institution","Pyramid Scheme","1"
"2021 ","Connecticut","Depository Institution","Securities","2"
"2021 ","Connecticut","Depository Institution","Wire","463"
"2021 ","Connecticut","Depository Institution","[Total]","5,255"
"2021 ","Connecticut","Insurance Company","ACH","2"
"2021 ","Connecticut","Insurance Company","Check","10"
"2021 ","Connecticut","Insurance Company","Other Fraud (Type)","9"
"2021 ","Connecticut","Insurance Company","Wire","2"
"2021 ","Connecticut","Insurance Company","[Total]","23"
"2021 ","Connecticut","Loan or Finance Company","Check","1"
"2021 ","Connecticut","Loan or Finance Company","Consumer Loan (see instructions)","8"
"2021 ","Connecticut","Loan or Finance Company","Other Fraud (Type)","4"
"2021 ","Connecticut","Loan or Finance Company","[Total]","13"
"2021 ","Connecticut","Money Services Business (MSB)","Advance Fee","8"
"2021 ","Connecticut","Money Services Business (MSB)","Check","1"
"2021 ","Connecticut","Money Services Business (MSB)","Credit/Debit Card","6"
"2021 ","Connecticut","Money Services Business (MSB)","Healthcare/Public or Private Health Insurance","1"
"2021 ","Connecticut","Money Services Business (MSB)","Other Fraud (Type)","793"
"2021 ","Connecticut","Money Services Business (MSB)","Wire","265"
"2021 ","Connecticut","Money Services Business (MSB)","[Total]","1,074"
"2021 ","Connecticut","Other","ACH","2"
"2021 ","Connecticut","Other","Check","4"
"2021 ","Connecticut","Other","Consumer Loan (see instructions)","2"
"2021 ","Connecticut","Other","Credit/Debit Card","2"
"2021 ","Connecticut","Other","Mail","2"
"2021 ","Connecticut","Other","Other Fraud (Type)","2"
"2021 ","Connecticut","Other","Wire","7"
"2021 ","Connecticut","Other","[Total]","21"
"2021 ","Connecticut","Securities/Futures","ACH","135"
"2021 ","Connecticut","Securities/Futures","Advance Fee","1"
"2021 ","Connecticut","Securities/Futures","Business Loan","2"
"2021 ","Connecticut","Securities/Futures","Check","48"
"2021 ","Connecticut","Securities/Futures","Credit/Debit Card","7"
"2021 ","Connecticut","Securities/Futures","Mail","3"
"2021 ","Connecticut","Securities/Futures","Other Fraud (Type)","234"
"2021 ","Connecticut","Securities/Futures","Ponzi Scheme","7"
"2021 ","Connecticut","Securities/Futures","Securities","14"
"2021 ","Connecticut","Securities/Futures","Wire","52"
"2021 ","Connecticut","Securities/Futures","[Total]","503"
"2021 ","Connecticut","[Total]","[Total]","6,894"
"2021 ","Delaware","Depository Institution","ACH","16,579"
"2021 ","Delaware","Depository Institution","Advance Fee","31"
"2021 ","Delaware","Depository Institution","Business Loan","866"
"2021 ","Delaware","Depository Institution","Check","26,553"
"2021 ","Delaware","Depository Institution","Consumer Loan (see instructions)","1,182"
"2021 ","Delaware","Depository Institution","Credit/Debit Card","16,422"
"2021 ","Delaware","Depository Institution","Healthcare/Public or Private Health Insurance","12"
"2021 ","Delaware","Depository Institution","Mail","290"
"2021 ","Delaware","Depository Institution","Mass-Marketing","22"
"2021 ","Delaware","Depository Institution","Other Fraud (Type)","15,062"
"2021 ","Delaware","Depository Institution","Ponzi Scheme","6"
"2021 ","Delaware","Depository Institution","Pyramid Scheme","4"
"2021 ","Delaware","Depository Institution","Securities","4"
"2021 ","Delaware","Depository Institution","Wire","2,745"
"2021 ","Delaware","Depository Institution","[Total]","79,778"
"2021 ","Delaware","Loan or Finance Company","ACH","197"
"2021 ","Delaware","Loan or Finance Company","Consumer Loan (see instructions)","205"
"2021 ","Delaware","Loan or Finance Company","[Total]","402"
"2021 ","Delaware","Money Services Business (MSB)","ACH","34"
"2021 ","Delaware","Money Services Business (MSB)","Advance Fee","6"
"2021 ","Delaware","Money Services Business (MSB)","Business Loan","2"
"2021 ","Delaware","Money Services Business (MSB)","Check","1"
"2021 ","Delaware","Money Services Business (MSB)","Consumer Loan (see instructions)","3"
"2021 ","Delaware","Money Services Business (MSB)","Credit/Debit Card","48"
"2021 ","Delaware","Money Services Business (MSB)","Mass-Marketing","53"
"2021 ","Delaware","Money Services Business (MSB)","Other Fraud (Type)","500"
"2021 ","Delaware","Money Services Business (MSB)","Ponzi Scheme","8"
"2021 ","Delaware","Money Services Business (MSB)","Pyramid Scheme","4"
"2021 ","Delaware","Money Services Business (MSB)","Securities","2"
"2021 ","Delaware","Money Services Business (MSB)","Wire","126"
"2021 ","Delaware","Money Services Business (MSB)","[Total]","787"
"2021 ","Delaware","Other","ACH","3,074"
"2021 ","Delaware","Other","Business Loan","1"
"2021 ","Delaware","Other","Check","63"
"2021 ","Delaware","Other","Consumer Loan (see instructions)","94"
"2021 ","Delaware","Other","Credit/Debit Card","5,519"
